股票代码,新闻发布时间,标题中性分数 (t-4),标题积极分数 (t-4),标题消极分数 (t-4),评论中性分数 (t-4),评论积极分数 (t-4),评论消极分数 (t-4),标题中性分数 (t-3),标题积极分数 (t-3),标题消极分数 (t-3),评论中性分数 (t-3),评论积极分数 (t-3),评论消极分数 (t-3),标题中性分数 (t-2),标题积极分数 (t-2),标题消极分数 (t-2),评论中性分数 (t-2),评论积极分数 (t-2),评论消极分数 (t-2),标题中性分数 (t-1),标题积极分数 (t-1),标题消极分数 (t-1),评论中性分数 (t-1),评论积极分数 (t-1),评论消极分数 (t-1),标题中性分数 (t+0),标题积极分数 (t+0),标题消极分数 (t+0),评论中性分数 (t+0),评论积极分数 (t+0),评论消极分数 (t+0),标题中性分数 (t+1),标题积极分数 (t+1),标题消极分数 (t+1),评论中性分数 (t+1),评论积极分数 (t+1),评论消极分数 (t+1),标题中性分数 (t+2),标题积极分数 (t+2),标题消极分数 (t+2),评论中性分数 (t+2),评论积极分数 (t+2),评论消极分数 (t+2),标题中性分数 (t+3),标题积极分数 (t+3),标题消极分数 (t+3),评论中性分数 (t+3),评论积极分数 (t+3),评论消极分数 (t+3)
000533,2017-01-11,0.9999145269393921,0.0,0.0,0.9999145269393921,0.0,0.0,0.4999520182609558,0.0,0.49937474727630615,0.4999431371688843,0.0,0.4995289742946625,0.9998956918716431,0.0,0.0,0.9998956918716431,0.0,0.0,0.9999046325683594,0.0,0.0,0.9998486042022705,0.0,0.0,0.8180411241271279,0.08912061561237682,0.0908691178668629,0.9089378064328973,0.0,0.09087410840121182,0.7722373902797699,0.058600750039605534,0.15816126939128428,0.71598480554188,0.10286085658213671,0.1721533922588124,0.7574700020974682,0.057327562762844946,0.16018915272528125,0.7410257958596752,0.04122232525579391,0.19243470315010316,0.9999039471149445,0.0,0.0,0.9999039471149445,0.0,0.0
000538,2019-05-09,0.9988893866539001,0.0,0.0,0.9990699887275696,0.0,0.0,0.9999114274978638,0.0,0.0,0.9998538494110107,0.0,0.0,0.9999105930328369,0.0,0.0,0.9999105930328369,0.0,0.0,0.9999123811721802,0.0,0.0,0.999890923500061,0.0,0.0,0.9469053745269775,0.017519766092300416,0.024988745152950288,0.9464100256562233,0.0,0.04992745965719223,0.8511391628872265,0.10034397081895308,0.03632297299124978,0.8505659038370306,0.10034397081895308,0.03632297299124978,0.713045563016619,0.0,0.2855778932571411,0.7113346372331891,0.0,0.22819604192461287,0.99986865123113,0.0,0.0,0.9988047083218893,0.0,0.0
000541,2020-04-26,NA,NA,NA,NA,NA,NA,0.9999096393585205,0.0,0.0,0.9999096393585205,0.0,0.0,0.9489841908216476,0.0,0.0,0.9810085520148277,0.0,0.0,0.9999077916145325,0.0,0.0,0.9999089042345682,0.0,0.0,0.999775730073452,0.0,0.0,0.9997752979397774,0.0,0.0,0.6661699066559473,0.08327690760294597,0.2085671623547872,0.7492111076911291,0.0,0.2085671623547872,0.8876581625504927,0.0,0.09087219563397494,0.8876581625504927,0.0,0.09087219563397494,0.8498096138238906,0.04998743832111359,0.09922212362289429,0.8484900981187821,0.07185091078281403,0.04998050630092621
000558,2015-07-24,NA,NA,NA,NA,NA,NA,0.998843789100647,0.0,0.0,0.0,0.0,0.9985302686691284,0.9996216371655464,0.0,0.0,0.9996191337704659,0.0,0.0,0.6865335442125797,0.3094339706003666,0.0,0.6867146454751492,0.3094339706003666,0.0,0.5555056068632338,0.39403343200683594,0.0,0.8866935306125217,0.11021698183483547,0.0,0.6666032870610555,0.0,0.33250582218170166,0.6665920813878378,0.0,0.33250582218170166,0.9991391897201538,0.0,0.0,0.9997701048851013,0.0,0.0,0.7999096930027008,0.0,0.1998683273792267,0.6994213402271271,0.0,0.2596029698848724
000558,2016-04-12,NA,NA,NA,NA,NA,NA,0.0,0.0,0.999535322189331,0.0,0.0,0.999535322189331,0.9999072551727295,0.0,0.0,0.9999072551727295,0.0,0.0,0.7801015632493156,0.14172379885401046,0.07134239162717547,0.7848611984934125,0.14193513563701085,0.07134239162717547,0.6937813826327054,0.15047932795758517,0.1506104514283954,0.7305812734477924,0.13061218666580487,0.12255512430982769,0.7932758319134615,0.1108358636194346,0.07262671966941989,0.8136523086197522,0.11293831771733809,0.05222963435309274,0.7809786722064018,0.09357418492436409,0.11360889673233032,0.8033783715218306,0.062331223860383034,0.11360889673233032,NA,NA,NA,NA,NA,NA
000597,2019-07-30,0.9999048709869385,0.0,0.0,0.9998908936977386,0.0,0.0,0.4999552369117737,0.0,0.49978092312812805,0.4999552369117737,0.0,0.49978092312812805,0.0,0.8554763197898865,0.0,0.49995535612106323,0.4981033205986023,0.0,0.6239512711763382,0.2499077469110489,0.09550349041819572,0.6248141303658485,0.249824158847332,0.1247403584420681,0.7234894692897796,0.09982329607009888,0.09994208812713623,0.8735726594924926,0.0,0.09994208812713623,0.8392303362488747,0.06248539313673973,0.062468528747558594,0.9017031490802765,0.0,0.062468528747558594,0.6914503070024344,0.06342278535549457,0.2286904133283175,0.7654183231867276,0.07535433310728806,0.15180799135795006,0.7102224081754684,0.0,0.2498673051595688,0.7496078461408615,0.0,0.2498673051595688
000597,2021-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999910831451416,0.0,0.0,0.999910831451416,0.0,0.0,0.999904990196228,0.0,0.0,0.9550983905792236,0.0,0.0,0.4999311864376068,0.24992403388023376,0.2495798021554947,0.49995169043540955,0.24992403388023376,0.24987173080444336,0.9224431147942176,0.07690470493756808,0.0,0.9998349180588355,0.0,0.0,0.7499319463968277,0.12495340406894684,0.12473646551370621,0.7499325126409531,0.12495340406894684,0.12494172155857086,0.49995148181915283,0.4828389286994934,0.0,0.49995148181915283,0.4828389286994934,0.0
000605,2016-08-30,NA,NA,NA,NA,NA,NA,0.9983389377593994,0.0,0.0,0.9966707825660706,0.0,0.0,0.9998959302902222,0.0,0.0,0.9999074935913086,0.0,0.0,0.0,0.0,0.5578993558883667,0.9449325799942017,0.0,0.0,0.6926954289277395,0.059684945778413254,0.2359314335115028,0.6913116520101373,0.0748257835706075,0.2210423874132561,0.7208117246627808,0.04242477518446902,0.23118269063056784,0.6783813593235422,0.021249681077104933,0.29431123936429937,0.8981388807296753,0.06640336712201436,0.03331100145975749,0.8997587919235229,0.06640336712201436,0.03331100145975749,0.9892994523048401,0.0,0.0,0.7881762266159058,0.0,0.19987162351608276
000612,2017-06-20,0.4999486804008484,0.4981616735458374,0.0,0.999902606010437,0.0,0.0,0.9998131394386292,0.0,0.0,0.9999128580093384,0.0,0.0,0.6665656963984171,0.33323176701863605,0.0,0.9998746713002523,0.0,0.0,0.9998981555302938,0.0,0.0,0.9983604749043783,0.0,0.0,0.7142196723393032,0.1428149172237941,0.1428003055708749,0.42852788312094553,0.38040142399924143,0.1428003055708749,0.9962166994810104,0.0,0.0,0.9877205342054367,0.0,0.0,0.9554701579941643,0.0,0.0,0.7333773705694411,0.10923928022384644,0.11106441418329875,0.7499045953154564,0.12485164403915405,0.09832561016082764,0.8749106526374817,0.12485164403915405,0.0
000625,2017-06-09,0.0,0.9996851682662964,0.0,0.9999116659164429,0.0,0.0,0.7491820901632309,0.0,0.24990276992321014,0.9230009466409683,0.0,0.0,0.8332515358924866,0.0,0.16659632325172424,0.6666014591852824,0.0,0.33264265457789105,0.6362169276584279,0.2241476449099454,0.13618698445233432,0.8151623091914437,0.13548966971310702,0.04531489989974282,0.5432296262847053,0.27761541803677875,0.1640954679912991,0.4987902210818397,0.3192666172981262,0.16406401329570347,0.7271672649817034,0.27262036908756604,0.0,0.8092197504910555,0.18170461871407248,0.0,0.5873884677886962,0.19749622146288554,0.1999043087164561,0.7821970442930858,0.05517284075419108,0.1332121431827545,0.6445242881774902,0.21336897015571593,0.12463871389627457,0.7975819632411003,0.14985141158103943,0.04997224658727646
000630,2020-09-18,NA,NA,NA,NA,NA,NA,0.9996969699859619,0.0,0.0,0.9998144507408142,0.0,0.0,0.9999097585678101,0.0,0.0,0.9999092022577921,0.0,0.0,0.0,0.49987098574638367,0.4912530779838562,0.0,0.49987098574638367,0.4912530779838562,0.88929119599717,0.0519913232752255,0.05280154198408127,0.9225758048040527,0.035365015268325806,0.035330504179000854,0.8123399950563908,0.1835346519947052,0.0,0.8123387359082699,0.1834479756653309,0.0,0.7125305652618408,0.19871760606765748,0.06605050166447958,0.7332443396250407,0.19871760606765748,0.06605050166447958,0.7942245602607727,0.13716954551637173,0.06246364954859018,0.794051431119442,0.1392475524917245,0.062463744543492794
000672,2016-07-25,0.0,0.0,0.9995599389076233,0.0,0.0,0.9994567036628723,0.9998683333396912,0.0,0.0,0.9998682141304016,0.0,0.0,0.9999068975448608,0.0,0.0,0.9999039173126221,0.0,0.0,0.9999085664749146,0.0,0.0,0.9998925924301147,0.0,0.0,0.7628560778167512,0.055541167656580605,0.16091057161490122,0.6798108981715308,0.055541899469163686,0.24020246830251482,0.7377838487118746,0.07020587098281995,0.1779297991136534,0.7622130033189216,0.07915662664227781,0.14627049296303132,0.48433759808540344,0.4995703101158142,0.0,0.49995261430740356,0.4995703101158142,0.0,NA,NA,NA,NA,NA,NA
000673,2015-11-27,0.9998942613601685,0.0,0.0,0.9999102354049683,0.0,0.0,0.4999488890171051,0.0,0.4996948391199112,0.7499260604381561,0.0,0.24452157318592072,0.24997052550315857,0.4886306822299957,0.17799007892608643,0.9973984211683273,0.0,0.0,0.9999105632305145,0.0,0.0,0.9998947381973267,0.0,0.0,0.4999547004699707,0.0,0.49567797780036926,0.9999107122421265,0.0,0.0,0.9995547533035278,0.0,0.0,0.9998961289723715,0.0,0.0,0.5999441623687745,0.3877216339111328,0.0,0.39996068477630614,0.5831506133079529,0.0,0.7776589658525255,0.0,0.20704372061623466,0.7776615884568956,0.0,0.1789946092499627
000716,2020-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9998151659965515,0.0,0.0,0.9998151659965515,0.0,0.0,0.0,0.9997358918190002,0.0,0.0,0.9997358918190002,0.0,0.6547971627928993,0.1001013073054227,0.2177788420156999,0.676729119907726,0.09070553887974132,0.21778302517804232,0.7859270437197252,0.08339365368539636,0.11126421866091815,0.7935962426391515,0.07867953723127191,0.11126421866091815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
000732,2017-05-26,0.9971029758453369,0.0,0.0,0.9999083280563354,0.0,0.0,0.0,0.0,0.9996192455291748,0.0,0.0,0.9996192455291748,0.49995267391204834,0.0,0.4997893273830414,0.4999389052391052,0.0,0.4997893273830414,0.9998884797096252,0.0,0.0,0.9988308846950531,0.0,0.0,0.9999133348464966,0.0,0.0,0.9999051094055176,0.0,0.0,0.9998952150344849,0.0,0.0,0.9999088048934937,0.0,0.0,0.7499101758003235,0.0,0.24962449073791504,0.7499101758003235,0.0,0.24962449073791504,0.9994533658027649,0.0,0.0,0.9994533658027649,0.0,0.0
000739,2019-08-22,NA,NA,NA,NA,NA,NA,0.9998902082443237,0.0,0.0,0.9998902082443237,0.0,0.0,0.9999105930328369,0.0,0.0,0.999738872051239,0.0,0.0,0.7601627537182399,0.04760776531128656,0.15628802350589208,0.8077765277453831,0.023803573279153733,0.13252994418144226,0.7929221309464554,0.05595056764010725,0.13363921025703693,0.8234351750077873,0.06799654919525673,0.1032236095132499,0.7073025107383728,0.08339044798252195,0.1839095534280289,0.7111041143883107,0.023240828236868214,0.24958305164825084,0.5999060988426208,0.3908512473106384,0.0,0.7996977806091309,0.19092100858688354,0.0,0.9998917579650879,0.0,0.0,0.6665924787521362,0.33325833082199097,0.0
000790,2020-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857052377292088,0.0,0.14278646877833776,0.9998892375401088,0.0,0.0,0.9283897067819323,0.07140875288418361,0.0,0.9283573372023446,0.07140875288418361,0.0,0.977554440498352,0.0,0.0,0.977554440498352,0.0,0.0,0.9284644424915314,0.0,0.07129742843764168,0.8570463955402374,0.0,0.14269251908574784
000797,2018-01-26,0.9999089241027832,0.0,0.0,0.0,0.9997677206993103,0.0,0.9999091029167175,0.0,0.0,0.9999091029167175,0.0,0.0,0.44424331850475735,0.1110736264122857,0.4438893397649129,0.5553416609764099,0.0,0.443211919731564,0.7786139626252023,0.0519502602125469,0.15149033697027908,0.7300193152929607,0.0519502602125469,0.20212861111289576,0.5453903079032898,0.14370397546074606,0.2642509341239929,0.36359330198981543,0.32541087540713226,0.2642509341239929,0.999902606010437,0.0,0.0,0.9999134540557861,0.0,0.0,0.7739224853339018,0.10824531095999258,0.1040583782725864,0.7362565905959518,0.08821790968930279,0.1398361877158836,0.9297606734668508,0.0,0.05880060967277078,0.8125145295087028,0.05880650702644797,0.11759711714351878
000799,2018-12-16,0.0,0.0,0.9975244402885437,0.0,0.0,0.9975244402885437,0.9994569420814514,0.0,0.0,0.999889612197876,0.0,0.0,0.4578915437062581,0.15031431118647257,0.3331875503063202,0.6240227023760477,0.0,0.33318745096524555,0.7072918925966535,0.14233156612941197,0.1427912371499198,0.8302096469061715,0.14233156612941197,0.0,0.8566098468644279,0.0,0.14266768523624965,0.8561588525772095,0.0,0.14266768523624965,0.7818294380392347,0.0,0.21350585562842234,0.7818291655608586,0.0,0.21377537931714738,0.7645812104730045,0.17634824794881485,0.03574297358007992,0.7644353859564837,0.21361007059321685,0.0,0.7040252334931317,0.17304558263105504,0.11711223686442655,0.7628600387012258,0.11055800844641293,0.11711223686442655
000826,2016-09-06,0.7498004212975502,0.12496786564588547,0.1248958557844162,0.8747560009360313,0.0,0.1248958557844162,0.49995163083076477,0.0,0.36044853925704956,0.749928891658783,0.0,0.1678646057844162,0.49994009733200073,0.0,0.3404187858104706,0.9997565746307373,0.0,0.0,0.9999005317687988,0.0,0.0,0.9999030113220215,0.0,0.0,0.6247591450810432,0.0,0.374556340277195,0.8746289312839508,0.0,0.12489033490419388,0.7205014675855637,0.16305696467558542,0.08330074449380238,0.7985473225514094,0.07974326610565186,0.08330074449380238,0.7737334867318472,0.16655748089154562,0.0,0.8270841439565023,0.16655748089154562,0.0,0.793975007534027,0.0,0.19987450838088988,0.5939911246299744,0.1999550223350525,0.19991289377212523
000869,2017-05-25,0.0,0.9829744696617126,0.0,0.9999102354049683,0.0,0.0,0.9999139308929443,0.0,0.0,0.999882698059082,0.0,0.0,0.9997654557228088,0.0,0.0,0.9996179342269897,0.0,0.0,0.49994999170303345,0.49988940358161926,0.0,0.49994999170303345,0.49988487362861633,0.0,0.9999068180720011,0.0,0.0,0.9999068180720011,0.0,0.0,0.6665849685668945,0.0,0.3230999906857808,0.9998996257781982,0.0,0.0,0.9999089241027832,0.0,0.0,0.9999089241027832,0.0,0.0,0.4967845678329468,0.0,0.49973300099372864,0.9998466670513153,0.0,0.0
000923,2018-11-28,0.0,0.0,0.9992682337760925,0.0,0.0,0.9995752573013306,0.999910831451416,0.0,0.0,0.999910831451416,0.0,0.0,0.7499132553736368,0.0,0.2177213877439499,0.8332367638746897,0.0,0.16645253201325735,0.9331043124198913,0.06415295998255412,0.0,0.9003950436909993,0.0,0.06662646134694418,0.7166496813297272,0.22213673260476854,0.05553162429067823,0.7722082171175215,0.16629130972756279,0.05553162429067823,0.841901653691342,0.052619102754090964,0.10517499007676777,0.8418367756040472,0.05261893962558947,0.10517499007676777,0.7103219316119239,0.0,0.27482558148247854,0.6588676146098545,0.0,0.32236331701278687,0.9922587076822916,0.0,0.0,0.9998494187990824,0.0,0.0
000927,2019-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.9773716926574707,0.0,0.0,0.9773716926574707,0.9999096393585205,0.0,0.0,0.9999110698699951,0.0,0.0,0.8389079983417804,0.07662481986559354,0.07689024393375103,0.8457810603655301,0.07662481986559354,0.07689024393375103,0.7848299217946602,0.056600426182602394,0.10922175826448383,0.7846909887862928,0.060549463286544335,0.13388430349754565,0.9993934705853462,0.0,0.0,0.8748811334371567,0.12463903427124023,0.0
000958,2017-05-25,0.9991282522678375,0.0,0.0,0.9296624958515167,0.0,0.0,0.9997825622558594,0.0,0.0,0.9999094009399414,0.0,0.0,0.0,0.4998559057712555,0.49959203600883484,0.4999154806137085,0.0,0.49959203600883484,0.49994465708732605,0.4998582899570465,0.0,0.49994465708732605,0.49987050890922546,0.0,0.6342844111578805,0.14280493344579423,0.21327661190714156,0.7443292183535439,0.052479607718331475,0.14237438355173385,0.747380081747399,0.13040274381637573,0.1062340648447881,0.7308659690325378,0.12915893656308533,0.12451019150311829,0.7196030718524281,0.14262125695624003,0.11872790935562878,0.7019590212077629,0.14140200324174834,0.13742054671776005,0.8329383929570516,0.11108305056889851,0.05549403362803989,0.8332472973399692,0.05554278360472785,0.11089830597241719
001696,2015-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99982750415802,0.0,0.0,0.99982750415802,0.0,0.0,0.9999012549718221,0.0,0.0,0.6666002670923868,0.0,0.33320597807566327,0.3333033323287964,0.33322417736053467,0.3326123356819153,0.9975862503051758,0.0,0.0,0.8570350323404584,0.14281823805400304,0.0,0.39439442328044344,0.14281823805400304,0.42623057535716463,0.939113336982149,0.030292146133654045,0.030290515133828827,0.8936127279744004,0.030107975006103516,0.04544659997477676
002024,2015-08-11,0.9999116659164429,0.0,0.0,0.9999129772186279,0.0,0.0,0.9999091625213623,0.0,0.0,0.9999091625213623,0.0,0.0,0.9999083280563354,0.0,0.0,0.9999083280563354,0.0,0.0,0.9997838139533997,0.0,0.0,0.9982706308364868,0.0,0.0,0.49993544816970825,0.0,0.4997057318687439,0.49993544816970825,0.0,0.4996854364871979,0.6665941874186198,0.0,0.3331497708956401,0.6666056315104166,0.0,0.3331497708956401,0.7717242995897929,0.11905127962430319,0.09501719872156779,0.773032072517607,0.13356318871180217,0.07499355607562595,0.6849795268929523,0.15213458175244537,0.15041268649308578,0.7523693079533784,0.06417945545652638,0.17375989841378253
002037,2015-01-04,0.9999107122421265,0.0,0.0,0.9999107122421265,0.0,0.0,0.9999009966850281,0.0,0.0,0.9999035596847534,0.0,0.0,0.799930739402771,0.0,0.19984920024871827,0.799922513961792,0.0,0.1998440980911255,0.9999102354049683,0.0,0.0,0.9997308850288391,0.0,0.0,0.9999122619628906,0.0,0.0,0.9999135732650757,0.0,0.0,0.9998943010965983,0.0,0.0,0.9999016920725504,0.0,0.0,0.4999542832374573,0.0,0.4996853172779083,0.49995630979537964,0.0,0.49979928135871887,0.9976782202720642,0.0,0.0,0.9999114274978638,0.0,0.0
002037,2019-06-14,0.19998044967651368,0.18687875270843507,0.5323099017143249,0.19997818470001222,0.18687875270843507,0.5323099017143249,0.3999631881713867,0.17322652339935302,0.39977661371231077,0.3999632358551025,0.19981880187988282,0.3997985482215881,0.9999117453893026,0.0,0.0,0.9998953342437744,0.0,0.0,0.8329760531584421,0.0,0.16659602522850037,0.8331128060817719,0.0,0.16659602522850037,0.6249401569366455,0.12497233599424362,0.24275540560483932,0.6249076873064041,0.12497233599424362,0.24259604513645172,0.9999029636383057,0.0,0.0,0.799874997138977,0.0,0.19969184398651124,0.4999564290046692,0.3261069655418396,0.0,0.999912679195404,0.0,0.0,0.9998380318284035,0.0,0.0,0.7499109879136086,0.12495496869087219,0.12495122104883194
002052,2020-04-17,0.0,0.9997760653495789,0.0,0.0,0.9977668523788452,0.0,0.999880313873291,0.0,0.0,0.999880313873291,0.0,0.0,0.9998983144760132,0.0,0.0,0.9998983144760132,0.0,0.0,0.5712953295026507,0.14280307292938232,0.2850232890674046,0.5713152800287519,0.14280307292938232,0.2844296949250357,0.9027503825003101,0.03225093695425218,0.06447539983257171,0.9023438480592543,0.03225093695425218,0.06447474610420965,0.9982602993647257,0.0,0.0,0.9996078014373779,0.0,0.0,0.9973970055580139,0.0,0.0,0.9973970055580139,0.0,0.0,0.7337118478921744,0.0,0.2142992111352774,0.7681808976026682,0.0,0.2142992111352774
002055,2015-01-07,0.0,0.9491036534309387,0.0,0.9999101161956787,0.0,0.0,0.9999117851257324,0.0,0.0,0.9998704195022583,0.0,0.0,0.9998912413914999,0.0,0.0,0.666598399480184,0.3332413236300151,0.0,0.9931540489196777,0.0,0.0,0.9998753269513448,0.0,0.0,0.9999098777770996,0.0,0.0,0.9999098777770996,0.0,0.0,0.9999088446299235,0.0,0.0,0.9999068180720011,0.0,0.0,0.9999098777770996,0.0,0.0,0.9999098777770996,0.0,0.0,0.9999016523361206,0.0,0.0,0.9999011754989624,0.0,0.0
