股票代码,中性情绪均值,非中性文本占比,positive占比,negative占比
2020,0.9998684078454971,0.0,0.0,0.0
2030,0.9999112884203593,0.0,0.0,0.0
2036,0.999883845448494,0.0,0.0,0.0
2044,0.9999085962772369,0.0,0.0,0.0
2057,0.9969889521598816,0.14285714285714285,0.0,0.14285714285714285
2075,0.9999098777770996,0.0,0.0,0.0
2101,0.9954734345277151,0.25,0.0,0.25
2123,0.9999104738235474,0.0,0.0,0.0
2129,0.9794040843844414,0.0,0.0,0.0
2130,0.9999075174331665,0.0,0.0,0.0
2131,0.9998482227325439,0.0,0.0,0.0
2155,0.9998933374881744,0.0,0.0,0.0
2168,0.9999102524348668,0.0,0.0,0.0
2174,0.9999072551727295,0.0,0.0,0.0
2176,0.999425334589822,0.0,0.0,0.0
2183,0.9998740442097187,0.15789473684210525,0.05263157894736842,0.10526315789473684
2186,0.9999107519785563,0.0,0.0,0.0
2194,0.9996428340673447,0.2,0.0,0.2
2199,0.9999104499816894,0.0,0.0,0.0
2206,0.9998308539390564,0.0,0.0,0.0
2213,0.9998966455459595,0.0,0.0,0.0
2221,0.999911904335022,0.5,0.0,0.5
2226,0.9974299934175279,0.18181818181818182,0.0,0.18181818181818182
2228,0.9998961857386998,0.125,0.125,0.0
2239,0.9999031782150268,0.0,0.0,0.0
2241,0.999908983707428,0.0,0.0,0.0
2253,0.9999081134796143,0.0,0.0,0.0
2261,0.9999001622200012,0.0,0.0,0.0
2285,0.9998689740896225,0.0,0.0,0.0
2310,0.9999117851257324,0.0,0.0,0.0
2326,0.9999110102653503,0.0,0.0,0.0
2328,,1.0,1.0,0.0
2331,0.999835645610636,0.0,0.0,0.0
2352,0.9999018907546996,0.0,0.0,0.0
2354,0.9999053239822387,0.0,0.0,0.0
2359,0.9998854100704193,0.0,0.0,0.0
2366,0.9999111890792847,0.0,0.0,0.0
2392,0.999910831451416,0.0,0.0,0.0
2405,0.9998979518810908,0.14285714285714285,0.0,0.14285714285714285
2408,0.990602929745951,0.0,0.0,0.0
2437,0.999904990196228,0.3333333333333333,0.3333333333333333,0.0
2453,0.9995767644473484,0.0,0.0,0.0
2456,0.999810086356269,0.1,0.1,0.0
2468,0.9881515231999484,0.0,0.0,0.0
2470,0.9901770427823067,0.2,0.1,0.1
2483,0.9999116063117981,0.0,0.0,0.0
2505,0.999909833073616,0.0,0.0,0.0
2506,0.9987075924873352,0.0,0.0,0.0
2509,0.9998662173748016,0.07692307692307693,0.07692307692307693,0.0
2555,0.9998681172728539,0.0,0.0,0.0
2564,0.9989664316177368,0.0,0.0,0.0
2567,0.9996417164802551,0.0,0.0,0.0
2569,0.9998922262872968,0.0,0.0,0.0
2570,0.9999069273471832,0.2,0.0,0.2
2586,0.9999106824398041,0.0,0.0,0.0
2594,0.9999059041341146,0.0,0.0,0.0
2615,0.9998053014278412,0.0,0.0,0.0
2621,0.9999061226844788,0.0,0.0,0.0
2630,0.9932000041007996,0.0,0.0,0.0
2647,0.9998083313306173,0.0,0.0,0.0
2671,0.9998120844364167,0.2857142857142857,0.21428571428571427,0.07142857142857142
2701,0.9990966518719991,0.0,0.0,0.0
2750,0.9998463477407183,0.0,0.0,0.0
2761,0.9999068021774292,0.0,0.0,0.0
2787,0.9999107420444489,0.0,0.0,0.0
2820,0.9998246232668558,0.0,0.0,0.0
2838,0.9999105063351718,0.0,0.0,0.0
2845,0.9998835921287537,0.0,0.0,0.0
2864,0.9998021248508903,0.0,0.0,0.0
2941,0.9997473359107972,0.0,0.0,0.0
300017,0.9997674524784088,0.0,0.0,0.0
300026,0.9972652196884155,0.0,0.0,0.0
300027,0.9999102354049684,0.0,0.0,0.0
300028,0.9998953461647033,0.0,0.0,0.0
300037,0.9998076558113098,0.0,0.0,0.0
300041,0.9999106407165528,0.0,0.0,0.0
300056,0.9998947083950043,0.06666666666666667,0.0,0.06666666666666667
300072,0.9999080371856689,0.038461538461538464,0.038461538461538464,0.0
300084,0.9996638149023056,0.07692307692307693,0.0,0.07692307692307693
300091,0.9997580895821253,0.0,0.0,0.0
300101,0.9999110698699952,0.5,0.0,0.5
300103,0.999909241994222,0.0,0.0,0.0
300104,0.9998862743377686,0.038461538461538464,0.038461538461538464,0.0
300108,0.9999100736209324,0.0,0.0,0.0
300116,0.9988874151156499,0.0,0.0,0.0
300117,0.9999103744824728,0.0,0.0,0.0
300118,0.9947966933250426,0.0,0.0,0.0
300124,0.9999075333277384,0.0,0.0,0.0
300135,0.9999085664749146,0.0,0.0,0.0
300161,0.9998995529280769,0.0,0.0,0.0
300163,0.9998344268117633,0.125,0.0,0.125
300164,0.9998889029026031,0.16666666666666666,0.08333333333333333,0.08333333333333333
300169,0.9999101559321085,0.0,0.0,0.0
300178,0.9999037583669027,0.0,0.0,0.0
300211,0.9880905151367188,0.0,0.0,0.0
300218,0.9999061822891235,0.0,0.0,0.0
300244,0.9998743335405985,0.0,0.0,0.0
300249,0.9999074141184489,0.0,0.0,0.0
300251,0.9999096790949503,0.0,0.0,0.0
300262,0.9998186330000559,0.25,0.0,0.25
300263,0.9999099969863892,0.0,0.0,0.0
300284,0.9999108910560608,0.0,0.0,0.0
300301,0.9334044754505157,0.0,0.0,0.0
300302,0.9998184194167455,0.14285714285714285,0.0,0.14285714285714285
300315,0.9999086062113444,0.25,0.25,0.0
300317,0.9998998641967772,0.6666666666666666,0.6666666666666666,0.0
300332,0.9998917356133461,0.0,0.0,0.0
300359,0.9999049305915833,0.0,0.0,0.0
300368,0.9713467796643575,0.0,0.0,0.0
300372,0.9998981621530321,0.0,0.0,0.0
300378,0.9998799136706761,0.2222222222222222,0.0,0.2222222222222222
300388,0.9999105781316757,0.1111111111111111,0.1111111111111111,0.0
300391,0.9999095996220907,0.0,0.0,0.0
300393,0.9993440806865692,0.0,0.0,0.0
300399,0.9999034643173218,0.09090909090909091,0.0,0.09090909090909091
300420,0.9999079704284668,0.0,0.0,0.0
300459,0.9999071598052979,0.0,0.0,0.0
300460,0.9999105135599774,0.25,0.25,0.0
300466,0.9997973322868348,0.2857142857142857,0.14285714285714285,0.14285714285714285
300482,0.9999128580093384,0.0,0.0,0.0
300522,0.9999076128005981,0.0,0.0,0.0
300529,0.999908831986514,0.0,0.0,0.0
300537,0.708591103553772,0.0,0.0,0.0
300538,0.9999133348464966,0.0,0.0,0.0
300558,0.9998993873596193,0.0,0.0,0.0
300571,0.9999092618624369,0.0,0.0,0.0
300587,0.9999088874230018,0.0,0.0,0.0
300588,0.9999133348464966,0.0,0.0,0.0
300630,0.9998603463172913,0.25,0.0,0.25
300663,0.9984101355075836,0.0,0.0,0.0
300678,0.9998991966247559,0.0,0.0,0.0
300709,0.9997968003153801,0.058823529411764705,0.058823529411764705,0.0
300713,0.9992301166057587,0.1111111111111111,0.1111111111111111,0.0
300750,0.9999079704284668,0.0,0.0,0.0
300758,0.9998978972434998,0.0,0.0,0.0
300773,0.9954216837882995,0.09090909090909091,0.09090909090909091,0.0
300803,0.9998894929885864,0.25,0.25,0.0
300837,0.999910831451416,0.0,0.0,0.0
600028,0.9999027252197266,0.0,0.0,0.0
600029,0.9998918573061625,0.0,0.0,0.0
600031,0.9998964071273804,0.5,0.5,0.0
600038,0.999912977218628,0.0,0.0,0.0
600050,0.8925015926361084,0.0,0.0,0.0
600053,0.9979065378506978,0.03225806451612903,0.03225806451612903,0.0
600057,0.9998878240585327,0.0,0.0,0.0
600060,0.9998880624771118,0.0,0.0,0.0
600061,0.9985404089093208,0.0,0.0,0.0
600074,0.999845279114587,0.0,0.0,0.0
600075,0.9799565523862839,0.1111111111111111,0.0,0.1111111111111111
600076,0.7605263888835907,0.3333333333333333,0.0,0.3333333333333333
600080,0.9998714844385783,0.0625,0.0625,0.0
600085,0.9999091625213623,0.2857142857142857,0.0,0.2857142857142857
600096,0.9998060663541158,0.25,0.25,0.0
600100,0.999914288520813,0.0,0.0,0.0
600103,0.9998936951160431,0.0,0.0,0.0
600110,0.9999008417129517,0.0,0.0,0.0
600122,0.957504004240036,0.0,0.0,0.0
600137,0.9945237453167255,0.0,0.0,0.0
600141,0.999901294708252,0.0,0.0,0.0
600166,0.9999074737230936,0.0,0.0,0.0
600170,0.999907374382019,0.0,0.0,0.0
600175,0.9994072914123535,0.0,0.0,0.0
600179,0.9965370127132961,0.0,0.0,0.0
600182,0.9999111890792847,0.0,0.0,0.0
600185,0.9960992455482482,0.0,0.0,0.0
600186,0.9999094903469086,0.0,0.0,0.0
600188,0.9993410110473633,0.08333333333333333,0.0,0.08333333333333333
600196,0.9999130964279176,0.0,0.0,0.0
600197,0.9998748898506165,0.0,0.0,0.0
600208,0.9998489022254944,0.0,0.0,0.0
600213,0.9998235056797663,0.0,0.0,0.0
600216,0.9999113380908966,0.0,0.0,0.0
600221,0.9999111294746399,0.0,0.0,0.0
600228,0.999902844429016,0.0,0.0,0.0
600238,0.9999091055082239,0.041666666666666664,0.0,0.041666666666666664
600240,0.9999084870020548,0.0,0.0,0.0
600247,0.999790894985199,0.0,0.0,0.0
600250,0.999674916267395,0.0,0.0,0.0
600265,0.999905560697828,0.06666666666666667,0.0,0.06666666666666667
600271,0.9999074935913086,0.25,0.25,0.0
600280,0.9999052286148071,0.2857142857142857,0.14285714285714285,0.14285714285714285
600281,0.9998877882957459,0.0,0.0,0.0
600293,0.9999051094055176,0.16666666666666666,0.0,0.16666666666666666
600297,0.9998581558465958,0.2,0.2,0.0
600306,0.9997132420539856,0.0,0.0,0.0
600307,0.9999033013979594,0.0,0.0,0.0
600315,0.9999123811721802,0.0,0.0,0.0
600318,0.9388934638765123,0.25,0.08333333333333333,0.16666666666666666
600322,0.9999110996723175,0.0,0.0,0.0
600332,0.9999035994211832,0.18181818181818182,0.09090909090909091,0.09090909090909091
600346,0.9998650878667832,0.09090909090909091,0.045454545454545456,0.045454545454545456
600351,0.999871476130052,0.08333333333333333,0.0,0.08333333333333333
600360,0.999908709526062,0.0,0.0,0.0
600363,0.9999052286148071,0.25,0.25,0.0
600367,0.9999025265375773,0.0,0.0,0.0
600370,0.9998805093765258,0.16666666666666666,0.06666666666666667,0.1
600380,0.9997412306921822,0.125,0.125,0.0
600381,0.9999076657825046,0.0,0.0,0.0
600393,0.9999094307422638,0.0,0.0,0.0
600398,0.9999138116836548,0.0,0.0,0.0
600401,0.9996079859279451,0.125,0.0,0.125
600418,0.999911367893219,0.0,0.0,0.0
600422,0.9998988211154938,0.0,0.0,0.0
600456,0.8983389735221863,0.0,0.0,0.0
600462,0.9999106781823295,0.125,0.0,0.125
600463,0.9999032020568848,0.0,0.0,0.0
600478,0.9999108076095581,0.0,0.0,0.0
600485,0.9997728615999222,0.2,0.2,0.0
600487,0.9998969926553614,0.0,0.0,0.0
600499,0.9998755540166583,0.2222222222222222,0.0,0.2222222222222222
600500,0.9999098777770996,0.0,0.0,0.0
600518,0.9999069770177206,0.25,0.0,0.25
600522,0.9180463790893555,0.2857142857142857,0.14285714285714285,0.14285714285714285
600530,0.9998810658088098,0.0,0.0,0.0
600538,0.9994337797164917,0.09090909090909091,0.09090909090909091,0.0
600568,0.9999082803726196,0.0,0.0,0.0
600569,0.9997041171247308,0.08333333333333333,0.0,0.08333333333333333
600570,0.9999041110277176,0.0,0.0,0.0
600573,0.9999101161956788,0.5,0.0,0.5
600576,0.999890019496282,0.0,0.0,0.0
600577,0.9998942613601685,0.16666666666666666,0.0,0.16666666666666666
600584,0.9998889714479446,0.0,0.0,0.0
600587,0.9999106923739115,0.14285714285714285,0.0,0.14285714285714285
600590,0.9999040365219116,0.0,0.0,0.0
600592,0.9998960892359415,0.0,0.0,0.0
600594,0.9998990535736084,0.0,0.0,0.0
600596,0.9999088446299235,0.4,0.2,0.2
600610,0.999881699681282,0.2,0.0,0.2
600624,0.9999120235443116,0.0,0.0,0.0
600645,0.9999068200588226,0.0,0.0,0.0
600654,0.9999083429574966,0.0,0.0,0.0
600661,0.999897301197052,0.14285714285714285,0.0,0.14285714285714285
600663,0.9999072790145874,0.16666666666666666,0.0,0.16666666666666666
600666,0.9998624920845032,0.0,0.0,0.0
600671,0.9999105589730399,0.125,0.0,0.125
600677,0.9999097699210757,0.0,0.0,0.0
600678,0.9999101459980011,0.2,0.2,0.0
600682,0.9750936116491046,0.3,0.2,0.1
600690,0.9999109506607056,0.0,0.0,0.0
600691,0.9998974800109863,0.0,0.0,0.0
600696,0.9998778658253806,0.06666666666666667,0.0,0.06666666666666667
600702,0.9711391383951361,0.0,0.0,0.0
600703,0.999853308002154,0.0,0.0,0.0
600705,0.9998490413029989,0.0,0.0,0.0
600713,0.9999130964279176,0.5,0.0,0.5
600729,0.9999115069707235,0.0,0.0,0.0
600733,0.9999077518781027,0.0,0.0,0.0
600735,0.9999104567936489,0.0,0.0,0.0
600736,0.998775581518809,0.0,0.0,0.0
600759,0.9997253865003586,0.0,0.0,0.0
600764,0.9998795390129089,0.3333333333333333,0.3333333333333333,0.0
600765,0.9999018609523773,0.2,0.2,0.0
600771,0.9998926520347595,0.1875,0.125,0.0625
600781,0.9998135268688202,0.0,0.0,0.0
600787,0.9998698234558104,0.0,0.0,0.0
600792,0.9999083876609802,0.0,0.0,0.0
600797,0.9702541112899781,0.0,0.0,0.0
600803,0.9999090731143951,0.2,0.2,0.0
600804,0.9999005556106567,0.0,0.0,0.0
600809,0.9087909311056137,0.0,0.0,0.0
600810,0.9998714923858643,0.6,0.2,0.4
600818,0.9998350858688354,0.0,0.0,0.0
600822,0.999914050102234,0.0,0.0,0.0
600826,0.9902900968279157,0.2222222222222222,0.1111111111111111,0.1111111111111111
600848,0.9999069770177206,0.25,0.25,0.0
600850,0.9999077320098877,0.2,0.0,0.2
600853,0.9998089149594307,0.0,0.0,0.0
600856,0.999907101903643,0.0,0.0,0.0
600872,0.9999105078833443,0.0,0.0,0.0
600875,0.9999094605445862,0.3333333333333333,0.0,0.3333333333333333
600882,0.9999103413687812,0.0,0.0,0.0
600884,0.9999079704284668,0.0,0.0,0.0
600889,0.9998248219490051,0.0,0.0,0.0
600933,0.9996594332513355,0.0,0.0,0.0
600986,0.9999037583669027,0.0,0.0,0.0
600998,0.9999119838078817,0.0,0.0,0.0
601011,0.9744171996911367,0.0,0.0,0.0
601012,0.9999082826432728,0.045454545454545456,0.0,0.045454545454545456
601015,0.9999053478240968,0.5,0.5,0.0
601018,0.9999060034751892,0.0,0.0,0.0
601111,0.9998918573061625,0.0,0.0,0.0
601113,0.9999013543128967,0.14285714285714285,0.0,0.14285714285714285
601116,0.999856193860372,0.0,0.0,0.0
601179,0.9999120235443116,0.0,0.0,0.0
601228,0.9999114274978638,0.0,0.0,0.0
601258,0.9998975992202759,0.0,0.0,0.0
601599,0.9982983129365104,0.0,0.0,0.0
601607,0.9998794198036194,0.0,0.0,0.0
601615,0.9999113082885742,0.0,0.0,0.0
601727,0.999911904335022,0.25,0.25,0.0
601766,0.9998996938977923,0.2222222222222222,0.2222222222222222,0.0
601777,0.9991943165659904,0.1111111111111111,0.1111111111111111,0.0
601928,0.9999114274978638,0.0,0.0,0.0
601933,0.9999041557312012,0.0,0.0,0.0
601989,0.9999104142189026,0.0,0.0,0.0
603003,0.9999100416898727,0.0,0.0,0.0
603023,0.9996978119015694,0.1111111111111111,0.1111111111111111,0.0
603025,0.9999095598856608,0.0,0.0,0.0
603038,0.999911367893219,0.0,0.0,0.0
603110,0.9999105532964071,0.0,0.0,0.0
603128,0.9999120235443115,0.0,0.0,0.0
603168,0.9999063313007355,0.0,0.0,0.0
603169,0.9997680485248566,0.14285714285714285,0.14285714285714285,0.0
603189,0.9995804499177372,0.05555555555555555,0.0,0.05555555555555555
603317,0.999900221824646,0.16666666666666666,0.16666666666666666,0.0
603331,0.9998931884765624,0.0,0.0,0.0
603332,0.9829644731112889,0.0,0.0,0.0
603345,0.988800612779764,0.13333333333333333,0.06666666666666667,0.06666666666666667
603355,0.9999116659164428,0.0,0.0,0.0
603366,0.9999072551727295,0.0,0.0,0.0
603385,0.9996898955312269,0.03333333333333333,0.0,0.03333333333333333
603388,0.9989691789333637,0.0,0.0,0.0
603466,0.9999120831489564,0.0,0.0,0.0
603501,0.993571150302887,0.0,0.0,0.0
603517,0.999843989099775,0.2222222222222222,0.2222222222222222,0.0
603538,0.8595236738522848,0.0,0.0,0.0
603555,0.9664717391133308,0.0,0.0,0.0
603557,0.9999099254608155,0.16666666666666666,0.0,0.16666666666666666
603558,0.9999070644378663,0.0,0.0,0.0
603566,0.9999083280563354,0.5,0.5,0.0
603567,0.9941866993904114,0.4,0.2,0.2
603599,0.9999078512191772,0.09090909090909091,0.0,0.09090909090909091
603601,0.9999095542090279,0.0,0.0,0.0
603605,0.999910044670105,0.0,0.0,0.0
603606,0.999914288520813,0.0,0.0,0.0
603610,0.9998259246349335,0.3333333333333333,0.0,0.3333333333333333
603690,0.999881099909544,0.058823529411764705,0.0,0.058823529411764705
603730,0.9878639241923457,0.041666666666666664,0.0,0.041666666666666664
603766,0.9998642078467778,0.0,0.0,0.0
603773,0.9999084174633026,0.0,0.0,0.0
603776,0.9987294599413872,0.1111111111111111,0.0,0.1111111111111111
603777,0.974216878414154,0.125,0.0,0.125
603779,0.9999123811721802,0.0,0.0,0.0
603823,0.9998883008956908,0.0,0.0,0.0
603838,0.9999120235443116,0.0,0.0,0.0
603866,0.9996006068061379,0.05555555555555555,0.0,0.05555555555555555
603877,0.9999101459980011,0.0,0.0,0.0
603883,0.9999008576075236,0.0,0.0,0.0
603936,0.9867241978645325,0.2,0.0,0.2
603967,0.9994403123855591,0.0,0.0,0.0
603986,0.9998821020126343,0.0,0.0,0.0
603993,0.9999120235443116,0.0,0.0,0.0
603999,0.9998424768447876,0.16666666666666666,0.0,0.16666666666666666
605196,0.9998395840326945,0.0,0.0,0.0
688068,0.9999109109242758,0.1,0.1,0.0
688101,0.9999047964811325,0.1111111111111111,0.0,0.1111111111111111
688116,0.9999078114827474,0.0,0.0,0.0
688321,0.9999081236975533,0.0,0.0,0.0
688390,0.9999097466468811,0.0,0.0,0.0
688408,0.928863525390625,0.16666666666666666,0.16666666666666666,0.0
688567,0.9986438155174255,0.0,0.0,0.0
900948,0.9999139308929444,0.0,0.0,0.0
