股票代码,情绪标签,情绪分数,中性情绪均值,非中性文本占比,positive占比,negative占比
600671,positive,0.9997429251670836,0.9999105589730399,0.125,0.0,0.125
600691,neutral,0.9999065399169922,0.9998974800109863,0.0,0.0,0.0
300028,neutral,0.999903917312622,0.9998953461647033,0.0,0.0,0.0
2057,negative,0.9994738698005676,0.9969889521598816,0.14285714285714285,0.0,0.14285714285714285
2456,neutral,0.9991617202758788,0.999810086356269,0.1,0.1,0.0
2456,neutral,0.9999150037765504,0.999810086356269,0.1,0.1,0.0
2456,neutral,0.9999103546142578,0.999810086356269,0.1,0.1,0.0
601012,positive,0.9997261166572572,0.9999082826432728,0.045454545454545456,0.0,0.045454545454545456
601012,neutral,0.9999139308929444,0.9999082826432728,0.045454545454545456,0.0,0.045454545454545456
601012,neutral,0.9999141693115234,0.9999082826432728,0.045454545454545456,0.0,0.045454545454545456
601012,neutral,0.9998871088027954,0.9999082826432728,0.045454545454545456,0.0,0.045454545454545456
2018,positive,0.9996826648712158,0.9973849356174469,0.0,0.0,0.0
2168,neutral,0.9999121427536012,0.9999102524348668,0.0,0.0,0.0
600713,negative,0.9994800686836244,0.9999130964279176,0.5,0.0,0.5
600346,neutral,0.9999079704284668,0.9998650878667832,0.09090909090909091,0.045454545454545456,0.045454545454545456
600346,neutral,0.9999133348464966,0.9998650878667832,0.09090909090909091,0.045454545454545456,0.045454545454545456
600346,neutral,0.9999133348464966,0.9998650878667832,0.09090909090909091,0.045454545454545456,0.045454545454545456
673,neutral,0.9998977184295654,0.9996656681361952,0.05,0.0,0.05
673,neutral,0.9999138116836548,0.9996656681361952,0.05,0.0,0.05
673,neutral,0.9985066056251526,0.9996656681361952,0.05,0.0,0.05
603838,neutral,0.999914526939392,0.9999120235443116,0.0,0.0,0.0
300161,neutral,0.9999094009399414,0.9998995529280769,0.0,0.0,0.0
2285,neutral,0.9998819828033448,0.9998689740896225,0.0,0.0,0.0
2506,negative,0.9994351267814636,0.9987075924873352,0.0,0.0,0.0
600166,neutral,0.9999111890792848,0.9999074737230936,0.0,0.0,0.0
600166,neutral,0.999914288520813,0.9999074737230936,0.0,0.0,0.0
600682,neutral,0.9997588992118835,0.9750936116491046,0.3,0.2,0.1
600682,neutral,0.9999080896377563,0.9750936116491046,0.3,0.2,0.1
600179,negative,0.9993377327919006,0.9965370127132961,0.0,0.0,0.0
600530,neutral,0.9998899698257446,0.9998810658088098,0.0,0.0,0.0
600530,neutral,0.9997262358665466,0.9998810658088098,0.0,0.0,0.0
600085,neutral,0.9999103546142578,0.9999091625213623,0.2857142857142857,0.0,0.2857142857142857
601015,neutral,0.9998550415039062,0.9999053478240968,0.5,0.5,0.0
859,positive,0.9997358918190002,0.9998798370361328,0.0,0.0,0.0
600998,neutral,0.9999068975448608,0.9999119838078817,0.0,0.0,0.0
600053,neutral,0.9999133348464966,0.9979065378506978,0.03225806451612903,0.03225806451612903,0.0
600053,neutral,0.9999058246612548,0.9979065378506978,0.03225806451612903,0.03225806451612903,0.0
600053,neutral,0.9999117851257324,0.9979065378506978,0.03225806451612903,0.03225806451612903,0.0
603003,neutral,0.9998948574066162,0.9999100416898727,0.0,0.0,0.0
2186,neutral,0.9999141693115234,0.9999107519785563,0.0,0.0,0.0
600702,neutral,0.999908447265625,0.9711391383951361,0.0,0.0,0.0
600702,neutral,0.9999027252197266,0.9711391383951361,0.0,0.0,0.0
2594,neutral,0.9999136924743652,0.9999059041341146,0.0,0.0,0.0
601933,neutral,0.996813714504242,0.9999041557312012,0.0,0.0,0.0
600297,negative,0.9994601607322692,0.9998581558465958,0.2,0.2,0.0
892,neutral,0.999477207660675,0.9999078810214996,0.0,0.0,0.0
2555,neutral,0.999903917312622,0.9998681172728539,0.0,0.0,0.0
600367,neutral,0.999914050102234,0.9999025265375773,0.0,0.0,0.0
2328,neutral,0.9999107122421264,,1.0,1.0,0.0
600075,negative,0.999601662158966,0.9799565523862839,0.1111111111111111,0.0,0.1111111111111111
600075,negative,0.9996156692504884,0.9799565523862839,0.1111111111111111,0.0,0.1111111111111111
603023,neutral,0.9998168349266052,0.9996978119015694,0.1111111111111111,0.1111111111111111,0.0
603023,neutral,0.99092298746109,0.9996978119015694,0.1111111111111111,0.1111111111111111,0.0
603936,negative,0.9730546474456788,0.9867241978645325,0.2,0.0,0.2
600363,neutral,0.99990975856781,0.9999052286148071,0.25,0.25,0.0
2326,neutral,0.9999103546142578,0.9999110102653503,0.0,0.0,0.0
2359,neutral,0.9985945820808412,0.9998854100704193,0.0,0.0,0.0
2359,negative,0.9910065531730652,0.9998854100704193,0.0,0.0,0.0
600182,neutral,0.980645477771759,0.9999111890792847,0.0,0.0,0.0
300041,negative,0.99932062625885,0.9999106407165528,0.0,0.0,0.0
693,negative,0.486343652009964,0.9998915135860443,0.09090909090909091,0.0,0.09090909090909091
898,neutral,0.9998714923858644,0.9998856633901596,0.0,0.0,0.0
761,neutral,0.9998714923858644,0.9998856633901596,0.0,0.0,0.0
33,neutral,0.9999115467071532,0.9999104738235474,0.0,0.0,0.0
600889,neutral,0.9986488223075868,0.9998248219490051,0.0,0.0,0.0
600781,neutral,0.9998944997787476,0.9998135268688202,0.0,0.0,0.0
600781,neutral,0.9977535605430604,0.9998135268688202,0.0,0.0,0.0
600781,neutral,0.9999021291732788,0.9998135268688202,0.0,0.0,0.0
600771,positive,0.9996435642242432,0.9998926520347595,0.1875,0.125,0.0625
600771,neutral,0.9994274377822876,0.9998926520347595,0.1875,0.125,0.0625
603883,neutral,0.9999058246612548,0.9999008576075236,0.0,0.0,0.0
603567,neutral,0.999909520149231,0.9941866993904114,0.4,0.2,0.2
600351,negative,0.7765324115753174,0.999871476130052,0.08333333333333333,0.0,0.08333333333333333
600351,neutral,0.9999104738235474,0.999871476130052,0.08333333333333333,0.0,0.08333333333333333
603189,positive,0.660159170627594,0.9995804499177372,0.05555555555555555,0.0,0.05555555555555555
603189,neutral,0.9999103546142578,0.9995804499177372,0.05555555555555555,0.0,0.05555555555555555
603189,neutral,0.9998946189880372,0.9995804499177372,0.05555555555555555,0.0,0.05555555555555555
300399,positive,0.9971989393234252,0.9999034643173218,0.09090909090909091,0.0,0.09090909090909091
600318,negative,0.9996095299720764,0.9388934638765123,0.25,0.08333333333333333,0.16666666666666666
600663,negative,0.9963282942771912,0.9999072790145874,0.16666666666666666,0.0,0.16666666666666666
300103,neutral,0.999914288520813,0.999909241994222,0.0,0.0,0.0
603986,neutral,0.9999096393585204,0.9998821020126343,0.0,0.0,0.0
802,neutral,0.999907612800598,0.9646164327859879,0.14285714285714285,0.0,0.14285714285714285
600306,negative,0.999555766582489,0.9997132420539856,0.0,0.0,0.0
600315,neutral,0.9999090433120728,0.9999123811721802,0.0,0.0,0.0
600050,neutral,0.9999103546142578,0.8925015926361084,0.0,0.0,0.0
600705,negative,0.9996121525764464,0.9998490413029989,0.0,0.0,0.0
2101,neutral,0.6432744860649109,0.9954734345277151,0.25,0.0,0.25
600380,neutral,0.9999079704284668,0.9997412306921822,0.125,0.125,0.0
2310,neutral,0.9999068975448608,0.9999117851257324,0.0,0.0,0.0
600764,positive,0.5637624263763428,0.9998795390129089,0.3333333333333333,0.3333333333333333,0.0
300571,neutral,0.9999133348464966,0.9999092618624369,0.0,0.0,0.0
2221,neutral,0.9999109506607056,0.999911904335022,0.5,0.0,0.5
600570,neutral,0.9999128580093384,0.9999041110277176,0.0,0.0,0.0
600570,neutral,0.9999125003814696,0.9999041110277176,0.0,0.0,0.0
600818,neutral,0.9999130964279176,0.9998350858688354,0.0,0.0,0.0
300163,positive,0.9960687160491944,0.9998344268117633,0.125,0.0,0.125
603558,neutral,0.999581515789032,0.9999070644378663,0.0,0.0,0.0
600499,neutral,0.9997734427452089,0.9998755540166583,0.2222222222222222,0.0,0.2222222222222222
600499,neutral,0.9997407793998718,0.9998755540166583,0.2222222222222222,0.0,0.2222222222222222
600810,neutral,0.999815046787262,0.9998714923858643,0.6,0.2,0.4
600810,neutral,0.999902367591858,0.9998714923858643,0.6,0.2,0.4
767,neutral,0.9999136924743652,0.9999109268188476,0.0,0.0,0.0
600197,positive,0.999777615070343,0.9998748898506165,0.0,0.0,0.0
600221,negative,0.9979562759399414,0.9999111294746399,0.0,0.0,0.0
603690,neutral,0.999910831451416,0.999881099909544,0.058823529411764705,0.0,0.058823529411764705
300101,neutral,0.9998792409896852,0.9999110698699952,0.5,0.0,0.5
601179,neutral,0.9999144077301024,0.9999120235443116,0.0,0.0,0.0
600074,neutral,0.999910831451416,0.999845279114587,0.0,0.0,0.0
600074,negative,0.9991750121116638,0.999845279114587,0.0,0.0,0.0
600074,neutral,0.9999072551727296,0.999845279114587,0.0,0.0,0.0
600792,neutral,0.999914526939392,0.9999083876609802,0.0,0.0,0.0
600568,neutral,0.9999053478240968,0.9999082803726196,0.0,0.0,0.0
600678,negative,0.9399493336677552,0.9999101459980011,0.2,0.2,0.0
600736,positive,0.9996047616004944,0.998775581518809,0.0,0.0,0.0
600038,neutral,0.9999133348464966,0.999912977218628,0.0,0.0,0.0
600422,neutral,0.999390721321106,0.9998988211154938,0.0,0.0,0.0
600250,negative,0.9996178150177002,0.999674916267395,0.0,0.0,0.0
300315,neutral,0.9999107122421264,0.9999086062113444,0.25,0.25,0.0
601607,neutral,0.9968344569206238,0.9998794198036194,0.0,0.0,0.0
600196,neutral,0.9998751878738404,0.9999130964279176,0.0,0.0,0.0
600175,positive,0.687463641166687,0.9994072914123535,0.0,0.0,0.0
300420,neutral,0.9999121427536012,0.9999079704284668,0.0,0.0,0.0
601777,positive,0.9996554851531982,0.9991943165659904,0.1111111111111111,0.1111111111111111,0.0
601777,neutral,0.999914288520813,0.9991943165659904,0.1111111111111111,0.1111111111111111,0.0
603388,neutral,0.999908685684204,0.9989691789333637,0.0,0.0,0.0
155,neutral,0.9997641444206238,0.9667665561040243,0.0,0.0,0.0
10,neutral,0.999912977218628,0.9999079604943594,0.14285714285714285,0.0,0.14285714285714285
600594,neutral,0.9999035596847534,0.9998990535736084,0.0,0.0,0.0
2820,neutral,0.9999135732650756,0.9998246232668558,0.0,0.0,0.0
2155,neutral,0.9998168349266052,0.9998933374881744,0.0,0.0,0.0
603385,neutral,0.9999105930328368,0.9996898955312269,0.03333333333333333,0.0,0.03333333333333333
603385,neutral,0.9998993873596193,0.9996898955312269,0.03333333333333333,0.0,0.03333333333333333
600797,neutral,0.9999078512191772,0.9702541112899781,0.0,0.0,0.0
600666,neutral,0.9999089241027832,0.9998624920845032,0.0,0.0,0.0
2630,neutral,0.9999110698699952,0.9932000041007996,0.0,0.0,0.0
603999,neutral,0.9999146461486816,0.9998424768447876,0.16666666666666666,0.0,0.16666666666666666
600228,neutral,0.9999099969863892,0.999902844429016,0.0,0.0,0.0
2509,positive,0.9997462630271912,0.9998662173748016,0.07692307692307693,0.07692307692307693,0.0
2509,positive,0.9997592568397522,0.9998662173748016,0.07692307692307693,0.07692307692307693,0.0
601018,neutral,0.9999079704284668,0.9999060034751892,0.0,0.0,0.0
600500,neutral,0.9999063014984132,0.9999098777770996,0.0,0.0,0.0
2615,negative,0.9995359182357788,0.9998053014278412,0.0,0.0,0.0
600577,neutral,0.9999139308929444,0.9998942613601685,0.16666666666666666,0.0,0.16666666666666666
300391,neutral,0.9999113082885742,0.9999095996220907,0.0,0.0,0.0
2130,neutral,0.9999133348464966,0.9999075174331665,0.0,0.0,0.0
600463,neutral,0.998096525669098,0.9999032020568848,0.0,0.0,0.0
2226,neutral,0.9999098777770996,0.9974299934175279,0.18181818181818182,0.0,0.18181818181818182
2239,neutral,0.99982088804245,0.9999031782150268,0.0,0.0,0.0
300072,negative,0.977396845817566,0.9999080371856689,0.038461538461538464,0.038461538461538464,0.0
650,neutral,0.9999121427536012,0.9999130964279176,0.0,0.0,0.0
600654,neutral,0.9998596906661988,0.9999083429574966,0.0,0.0,0.0
603599,negative,0.999513864517212,0.9999078512191772,0.09090909090909091,0.0,0.09090909090909091
603599,neutral,0.999799907207489,0.9999078512191772,0.09090909090909091,0.0,0.09090909090909091
601113,neutral,0.9998961687088012,0.9999013543128967,0.14285714285714285,0.0,0.14285714285714285
300262,positive,0.9997633099555968,0.9998186330000559,0.25,0.0,0.25
2647,positive,0.9997267127037048,0.9998083313306173,0.0,0.0,0.0
558,neutral,0.9998718500137328,0.9998931884765624,0.0,0.0,0.0
300116,positive,0.9997627139091492,0.9988874151156499,0.0,0.0,0.0
2075,neutral,0.9999110698699952,0.9999098777770996,0.0,0.0,0.0
603993,neutral,0.9999125003814696,0.9999120235443116,0.0,0.0,0.0
600848,neutral,0.9998914003372192,0.9999069770177206,0.25,0.25,0.0
601727,neutral,0.999914288520813,0.999911904335022,0.25,0.25,0.0
601727,neutral,0.9999098777770996,0.999911904335022,0.25,0.25,0.0
600803,positive,0.9994708895683287,0.9999090731143951,0.2,0.2,0.0
600281,neutral,0.9999133348464966,0.9998877882957459,0.0,0.0,0.0
600271,neutral,0.9999133348464966,0.9999074935913086,0.25,0.25,0.0
300663,neutral,0.8441015481948853,0.9984101355075836,0.0,0.0,0.0
603730,neutral,0.999885082244873,0.9878639241923457,0.041666666666666664,0.0,0.041666666666666664
600596,positive,0.9869794845581056,0.9999088446299235,0.4,0.2,0.2
603538,neutral,0.9999088048934937,0.8595236738522848,0.0,0.0,0.0
600208,neutral,0.9999065399169922,0.9998489022254944,0.0,0.0,0.0
601228,neutral,0.9999117851257324,0.9999114274978638,0.0,0.0,0.0
603566,neutral,0.9999127388000488,0.9999083280563354,0.5,0.5,0.0
417,neutral,0.999887228012085,,1.0,1.0,0.0
651,neutral,0.9999139308929444,0.9998000860214233,0.5,0.0,0.5
651,neutral,0.9765940308570862,0.9998000860214233,0.5,0.0,0.5
2176,neutral,0.9992676377296448,0.999425334589822,0.0,0.0,0.0
2787,neutral,0.9174377918243408,0.9999107420444489,0.0,0.0,0.0
600624,neutral,0.9998950958251952,0.9999120235443116,0.0,0.0,0.0
600576,neutral,0.9998831748962402,0.999890019496282,0.0,0.0,0.0
600882,neutral,0.9999115467071532,0.9999103413687812,0.0,0.0,0.0
600882,neutral,0.9999099969863892,0.9999103413687812,0.0,0.0,0.0
300332,neutral,0.9999103546142578,0.9998917356133461,0.0,0.0,0.0
300332,negative,0.999448835849762,0.9998917356133461,0.0,0.0,0.0
2750,neutral,0.9999111890792848,0.9998463477407183,0.0,0.0,0.0
300709,neutral,0.9999122619628906,0.9997968003153801,0.058823529411764705,0.058823529411764705,0.0
300084,negative,0.9992597699165344,0.9996638149023056,0.07692307692307693,0.0,0.07692307692307693
300713,neutral,0.9995784163475036,0.9992301166057587,0.1111111111111111,0.1111111111111111,0.0
600933,neutral,0.9991466999053956,0.9996594332513355,0.0,0.0,0.0
600933,neutral,0.9998996257781982,0.9996594332513355,0.0,0.0,0.0
2761,neutral,0.9999094009399414,0.9999068021774292,0.0,0.0,0.0
603168,neutral,0.9999105930328368,0.9999063313007355,0.0,0.0,0.0
2864,neutral,0.999909281730652,0.9998021248508903,0.0,0.0,0.0
603776,negative,0.9996157884597778,0.9987294599413872,0.1111111111111111,0.0,0.1111111111111111
912,neutral,0.9979578256607056,0.9998651742935181,0.0,0.0,0.0
603110,negative,0.9996142387390136,0.9999105532964071,0.0,0.0,0.0
600381,positive,0.9971060156822203,0.9999076657825046,0.0,0.0,0.0
600381,neutral,0.9999122619628906,0.9999076657825046,0.0,0.0,0.0
603501,neutral,0.999914288520813,0.993571150302887,0.0,0.0,0.0
300091,neutral,0.6494245529174805,0.9997580895821253,0.0,0.0,0.0
935,neutral,0.9998977184295654,0.9999113253184727,0.0,0.0,0.0
300378,neutral,0.99990975856781,0.9998799136706761,0.2222222222222222,0.0,0.2222222222222222
600884,neutral,0.9999147653579712,0.9999079704284668,0.0,0.0,0.0
600518,neutral,0.999800980091095,0.9999069770177206,0.25,0.0,0.25
300017,neutral,0.9999091625213624,0.9997674524784088,0.0,0.0,0.0
600100,neutral,0.9999130964279176,0.999914288520813,0.0,0.0,0.0
600690,neutral,0.9999141693115234,0.9999109506607056,0.0,0.0,0.0
2194,neutral,0.9999035596847534,0.9996428340673447,0.2,0.0,0.2
601989,neutral,0.9999139308929444,0.9999104142189026,0.0,0.0,0.0
509,neutral,0.9999008178710938,0.9999072154362997,0.0,0.0,0.0
600729,neutral,0.9999127388000488,0.9999115069707235,0.0,0.0,0.0
600238,neutral,0.9999111890792848,0.9999091055082239,0.041666666666666664,0.0,0.041666666666666664
600238,negative,0.9994370341300964,0.9999091055082239,0.041666666666666664,0.0,0.041666666666666664
300459,neutral,0.9998075366020204,0.9999071598052979,0.0,0.0,0.0
300302,neutral,0.999874472618103,0.9998184194167455,0.14285714285714285,0.0,0.14285714285714285
300302,neutral,0.999913215637207,0.9998184194167455,0.14285714285714285,0.0,0.14285714285714285
300302,neutral,0.999911904335022,0.9998184194167455,0.14285714285714285,0.0,0.14285714285714285
603877,neutral,0.9998716115951538,0.9999101459980011,0.0,0.0,0.0
600057,negative,0.9995760321617126,0.9998878240585327,0.0,0.0,0.0
600057,neutral,0.9999099969863892,0.9998878240585327,0.0,0.0,0.0
2354,neutral,0.9998868703842164,0.9999053239822387,0.0,0.0,0.0
601599,neutral,0.9999068975448608,0.9982983129365104,0.0,0.0,0.0
601599,positive,0.9982550740242004,0.9982983129365104,0.0,0.0,0.0
300117,negative,0.99933123588562,0.9999103744824728,0.0,0.0,0.0
2199,neutral,0.9999136924743652,0.9999104499816894,0.0,0.0,0.0
939,neutral,0.9999029636383056,0.9965116435831244,0.0,0.0,0.0
939,neutral,0.999893069267273,0.9965116435831244,0.0,0.0,0.0
939,positive,0.9661809206008912,0.9965116435831244,0.0,0.0,0.0
2366,negative,0.9993526339530944,0.9999111890792847,0.0,0.0,0.0
300027,neutral,0.999910831451416,0.9999102354049684,0.0,0.0,0.0
300317,positive,0.9981155395507812,0.9998998641967772,0.6666666666666666,0.6666666666666666,0.0
600307,neutral,0.9999096393585204,0.9999033013979594,0.0,0.0,0.0
600735,neutral,0.9999117851257324,0.9999104567936489,0.0,0.0,0.0
2183,neutral,0.9998468160629272,0.9998740442097187,0.15789473684210525,0.05263157894736842,0.10526315789473684
600080,neutral,0.9999090433120728,0.9998714844385783,0.0625,0.0625,0.0
2253,neutral,0.9998990297317504,0.9999081134796143,0.0,0.0,0.0
300251,neutral,0.9999099969863892,0.9999096790949503,0.0,0.0,0.0
2044,neutral,0.99990975856781,0.9999085962772369,0.0,0.0,0.0
543,neutral,0.9999101161956788,0.9999110698699951,0.0,0.0,0.0
2483,neutral,0.9998862743377686,0.9999116063117981,0.0,0.0,0.0
600584,neutral,0.999908447265625,0.9998889714479446,0.0,0.0,0.0
300244,neutral,0.5833552479743958,0.9998743335405985,0.0,0.0,0.0
300558,negative,0.9996035695075988,0.9998993873596193,0.0,0.0,0.0
603169,neutral,0.9999123811721802,0.9997680485248566,0.14285714285714285,0.14285714285714285,0.0
300538,positive,0.5496833920478821,0.9999133348464966,0.0,0.0,0.0
600462,neutral,0.9897136688232422,0.9999106781823295,0.125,0.0,0.125
2701,negative,0.9995927214622498,0.9990966518719991,0.0,0.0,0.0
2228,positive,0.9997665286064148,0.9998961857386998,0.125,0.125,0.0
300026,neutral,0.999912977218628,0.9972652196884155,0.0,0.0,0.0
659,neutral,0.999914050102234,0.9998939752578735,0.0,0.0,0.0
600061,neutral,0.9998795986175536,0.9985404089093208,0.0,0.0,0.0
600061,neutral,0.9999011754989624,0.9985404089093208,0.0,0.0,0.0
603601,negative,0.9868860244750975,0.9999095542090279,0.0,0.0,0.0
739,negative,0.9995044469833374,0.9925336241722107,0.0,0.0,0.0
