股票代码,新闻发布时间,中性分数,积极分数,消极分数
300372,2015-11-12,0.9999089241027832,0.0,0.0
300375,2018-06-25,0.9999135732650756,0.0,0.0
300376,2016-02-04,0.9997913241386414,0.0,0.0
300376,2016-10-14,0.9998903274536132,0.0,0.0
300376,2019-05-27,0.999909520149231,0.0,0.0
300379,2018-12-05,0.9999101161956788,0.0,0.0
300384,2018-05-24,0.5480284690856934,0.0,0.0
300385,2017-02-08,0.999908685684204,0.0,0.0
300388,2017-05-26,0.9999135732650756,0.0,0.0
300392,2016-11-17,0.6666077772776285,0.0,0.21043946345647174
300393,2017-04-14,0.9999117851257324,0.0,0.0
300397,2016-09-30,0.0,0.9986262321472168,0.0
300397,2018-06-21,0.0,0.0,0.9995009899139404
300398,2016-11-14,0.6666041612625122,0.0,0.3332048257191976
300426,2016-08-23,0.0,0.9996329545974731,0.0
300438,2017-08-16,0.999910831451416,0.0,0.0
300459,2017-03-19,0.9998830556869508,0.0,0.0
300467,2018-11-16,0.0,0.9953749775886536,0.0
300473,2017-04-26,0.999908685684204,0.0,0.0
300482,2018-09-03,0.6666062672932942,0.33325948317845666,0.0
300486,2019-12-16,0.9304381310939789,0.0,0.0
300490,2017-10-25,0.999914050102234,0.0,0.0
300492,2017-08-16,0.9999138116836548,0.0,0.0
300495,2016-04-15,0.9997889399528505,0.0,0.0
300496,2018-03-30,0.7999255895614624,0.17823997735977173,0.0
300500,2016-12-26,0.9999130964279176,0.0,0.0
300516,2018-05-11,0.0,0.9997801184654236,0.0
300526,2021-09-22,0.9994571805000304,0.0,0.0
300545,2020-01-13,0.999891757965088,0.0,0.0
300558,2019-07-12,0.9991932213306427,0.0,0.0
300560,2017-03-06,0.999914288520813,0.0,0.0
300562,2017-05-23,0.999911904335022,0.0,0.0
300565,2022-08-22,0.0,0.995559573173523,0.0
300567,2018-12-21,0.585468590259552,0.0,0.0
300569,2017-04-07,0.999912977218628,0.0,0.0
300575,2020-06-10,0.9999120235443116,0.0,0.0
300585,2018-05-28,0.4999558925628662,0.4998539388179779,0.0
300586,2022-06-23,0.9999127388000488,0.0,0.0
300590,2017-09-26,0.999910831451416,0.0,0.0
300595,2018-11-20,0.9999089241027832,0.0,0.0
300596,2019-11-13,0.9999115467071532,0.0,0.0
300596,2021-06-21,0.9999008178710938,0.0,0.0
300601,2017-11-15,0.9999121427536012,0.0,0.0
300601,2018-12-14,0.9999114871025085,0.0,0.0
300601,2020-09-08,0.9999114274978638,0.0,0.0
300605,2018-11-07,0.9999123811721802,0.0,0.0
300621,2018-04-19,0.9999138116836548,0.0,0.0
300630,2019-01-07,0.9999144077301024,0.0,0.0
300647,2017-09-11,0.6666073799133301,0.3331185380617777,0.0
300649,2017-08-11,0.999874711036682,0.0,0.0
300665,2017-09-21,0.999910831451416,0.0,0.0
300666,2019-05-13,0.9999094009399414,0.0,0.0
300668,2017-07-12,0.9999128580093384,0.0,0.0
300676,2017-09-08,0.0,0.9997544884681702,0.0
300676,2018-07-06,0.9999102354049684,0.0,0.0
300679,2017-09-13,0.999913215637207,0.0,0.0
300708,2017-11-24,0.4999536871910095,0.4998051822185516,0.0
300708,2017-12-05,0.9998741149902344,0.0,0.0
300715,2018-09-25,0.9999127388000488,0.0,0.0
300716,2019-05-16,0.999907374382019,0.0,0.0
300720,2020-09-01,0.9999111890792848,0.0,0.0
300749,2019-03-12,0.999914050102234,0.0,0.0
300750,2018-07-17,0.4999539852142334,0.4998649656772614,0.0
300756,2020-09-15,0.8249793648719788,0.0,0.0
300876,2020-10-22,0.999913215637207,0.0,0.0
300919,2022-11-04,0.0,0.999489426612854,0.0
600037,2017-04-06,0.9999138116836548,0.0,0.0
600050,2016-05-05,0.4999532699584961,0.4998778402805328,0.0
600057,2015-01-09,0.9999126195907592,0.0,0.0
600068,2016-06-03,0.0,0.9987553358078004,0.0
600068,2016-07-11,0.0,0.9997685551643372,0.0
600068,2017-02-13,0.9999135732650756,0.0,0.0
600071,2020-01-06,0.999914526939392,0.0,0.0
600079,2020-01-15,0.9999126195907592,0.0,0.0
600086,2019-02-27,0.9999102354049684,0.0,0.0
600117,2018-03-17,0.9998918771743774,0.0,0.0
600118,2019-09-06,0.999910295009613,0.0,0.0
600132,2019-01-02,0.4999534487724304,0.0,0.4748881161212921
600158,2017-06-21,0.9999106327692667,0.0,0.0
600160,2019-04-18,0.999912977218628,0.0,0.0
600177,2022-05-17,0.9981295615434647,0.0,0.0
600189,2020-01-08,0.9986748099327087,0.0,0.0
600196,2016-10-27,0.9735665321350098,0.0,0.0
600211,2019-10-10,0.9999115467071532,0.0,0.0
600234,2019-03-26,0.9999125003814696,0.0,0.0
600251,2020-09-21,0.9999110698699952,0.0,0.0
600255,2017-03-29,0.9999048709869384,0.0,0.0
600270,2015-03-24,0.9999117851257324,0.0,0.0
600276,2020-09-22,0.9999141693115234,0.0,0.0
600283,2018-04-13,0.9999103546142578,0.0,0.0
600290,2015-05-08,0.9999139308929444,0.0,0.0
600332,2020-08-28,0.9999115467071532,0.0,0.0
600340,2016-06-22,0.9996818155050278,0.0,0.0
600340,2017-06-06,0.9999115467071533,0.0,0.0
600340,2017-10-20,0.9999083280563354,0.0,0.0
600366,2020-06-16,0.9999116659164428,0.0,0.0
600376,2015-12-15,0.4809411466121674,0.4998830258846283,0.0
600398,2015-04-28,0.0,0.9997575879096984,0.0
600416,2022-02-22,0.49995237588882446,0.2498767375946045,0.2499009519815445
600479,2021-04-27,0.9999133348464966,0.0,0.0
600491,2016-11-22,0.9999051094055176,0.0,0.0
600512,2017-04-16,0.9917690753936768,0.0,0.0
600519,2018-10-30,0.9999066591262816,0.0,0.0
600521,2020-03-06,0.9999146461486816,0.0,0.0
600528,2020-01-15,0.4999521374702454,0.4998665153980255,0.0
600530,2016-04-25,0.99949844678243,0.0,0.0
600530,2020-09-09,0.9998620450496674,0.0,0.0
600552,2017-02-09,0.9999109109242758,0.0,0.0
600567,2015-07-31,0.9994121789932252,0.0,0.0
600567,2017-11-30,0.9999098181724548,0.0,0.0
600567,2017-12-20,0.4997871220111847,0.4998853504657746,0.0
600571,2016-11-29,0.9999136924743652,0.0,0.0
600579,2020-08-26,0.9999113082885742,0.0,0.0
600600,2020-12-14,0.9999117851257324,0.0,0.0
600609,2019-05-29,0.9999116659164428,0.0,0.0
600610,2017-02-13,0.9999120235443116,0.0,0.0
600645,2015-10-22,0.9998986721038818,0.0,0.0
600654,2015-10-21,0.9999013543128966,0.0,0.0
600668,2019-04-17,0.4999557137489319,0.40840989351272583,0.0
600684,2015-03-24,0.33330345153808594,0.6626317302385965,0.0
600718,2017-04-12,0.49995356798172,0.4998708665370941,0.0
600737,2017-12-01,0.998484432697296,0.0,0.0
600737,2019-04-11,0.9986968785524368,0.0,0.0
600754,2015-03-02,0.9995577037334442,0.0,0.0
600778,2017-06-02,0.8448180556297302,0.0,0.0
600779,2021-08-01,0.9999122619628906,0.0,0.0
600815,2019-12-19,0.999912977218628,0.0,0.0
600831,2016-09-03,0.9999099969863892,0.0,0.0
600835,2020-06-12,0.9999138116836548,0.0,0.0
600835,2022-01-12,0.9999136924743652,0.0,0.0
600836,2016-06-08,0.9999045133590698,0.0,0.0
600859,2017-08-18,0.9999127388000488,0.0,0.0
600867,2016-04-21,0.6666029691696167,0.3331955075263977,0.0
601028,2016-03-22,0.999902844429016,0.0,0.0
601127,2019-12-06,0.9999117851257324,0.0,0.0
601179,2015-06-17,0.999914288520813,0.0,0.0
601179,2021-09-30,0.9999141693115234,0.0,0.0
601186,2015-08-06,0.5999447345733642,0.3998849272727967,0.0
601186,2016-08-30,0.999912977218628,0.0,0.0
601186,2016-12-08,0.9998999834060668,0.0,0.0
601186,2017-02-10,0.9999138116836548,0.0,0.0
601186,2018-01-05,0.999912977218628,0.0,0.0
601238,2018-04-24,0.9999070167541504,0.0,0.0
601238,2018-04-25,0.9998763799667358,0.0,0.0
601238,2019-12-02,0.999913215637207,0.0,0.0
601311,2015-12-29,0.0,0.8700234889984131,0.0
601390,2016-10-14,0.6665493845939636,0.333259125550588,0.0
601606,2020-06-01,0.9999066591262816,0.0,0.0
601608,2016-06-08,0.999911904335022,0.0,0.0
601608,2020-03-23,0.9999147653579712,0.0,0.0
601668,2016-07-29,0.4999535083770752,0.4998826086521148,0.0
601669,2017-06-06,0.4999557137489319,0.499700665473938,0.0
601766,2019-11-19,0.9999127388000488,0.0,0.0
601800,2017-03-01,0.999912679195404,0.0,0.0
601872,2015-09-25,0.999913215637207,0.0,0.0
601919,2016-09-09,0.9999126195907592,0.0,0.0
601933,2016-09-19,0.9999105930328368,0.0,0.0
601992,2019-01-10,0.6666073401769002,0.3331422011057536,0.0
603001,2021-07-18,0.999912977218628,0.0,0.0
603019,2019-12-19,0.9999104738235474,0.0,0.0
603026,2020-11-26,0.9999054670333862,0.0,0.0
603077,2015-06-12,0.9998469054698944,0.0,0.0
603165,2017-11-03,0.0,0.9996134638786316,0.0
603283,2018-11-01,0.9999113082885742,0.0,0.0
603283,2018-11-02,0.4999558329582214,0.4998759925365448,0.0
603313,2019-12-23,0.9999133348464966,0.0,0.0
603332,2022-08-04,0.999904215335846,0.0,0.0
603358,2019-09-10,0.9999104738235474,0.0,0.0
603388,2017-09-17,0.9999111890792848,0.0,0.0
603396,2020-07-28,0.9999130964279176,0.0,0.0
603429,2021-04-26,0.9999122619628906,0.0,0.0
603500,2019-06-27,0.9999125003814696,0.0,0.0
603555,2020-07-17,0.9963136911392212,0.0,0.0
603556,2019-11-19,0.9995728731155396,0.0,0.0
603568,2016-05-17,0.9999067783355712,0.0,0.0
603600,2020-08-10,0.999914526939392,0.0,0.0
603606,2020-01-18,0.9999141693115234,0.0,0.0
603609,2020-03-29,0.9999090433120728,0.0,0.0
603611,2020-08-27,0.9999139308929444,0.0,0.0
603619,2018-04-08,0.0,0.9997777342796326,0.0
603626,2021-04-20,0.9999018907546996,0.0,0.0
603636,2015-12-04,0.9999088048934937,0.0,0.0
603636,2017-01-19,0.9999128580093384,0.0,0.0
603636,2017-10-28,0.9999089241027832,0.0,0.0
603658,2017-05-10,0.9998606145381927,0.0,0.0
603658,2019-11-29,0.9999141693115234,0.0,0.0
603658,2021-11-29,0.9999116659164428,0.0,0.0
603683,2020-06-22,0.9999123811721802,0.0,0.0
603699,2019-10-30,0.999910593032837,0.0,0.0
603778,2016-04-28,0.9999057054519652,0.0,0.0
603801,2018-07-13,0.99990975856781,0.0,0.0
603816,2021-01-27,0.9999139308929444,0.0,0.0
603822,2020-12-27,0.999910831451416,0.0,0.0
603866,2020-11-27,0.49989888072013855,0.2414790391921997,0.16380177438259125
603869,2016-12-18,0.4999549984931946,0.4998797476291656,0.0
603922,2019-11-06,0.9999101161956788,0.0,0.0
603977,2018-11-12,0.9999126195907592,0.0,0.0
603979,2018-01-18,0.0,0.9987558126449584,0.0
603993,2017-11-17,0.6666065057118733,0.33011436462402344,0.0
688126,2021-04-26,0.999913215637207,0.0,0.0
688162,2021-11-29,0.999913454055786,0.0,0.0
688169,2020-07-01,0.9999123215675354,0.0,0.0
688299,2019-11-22,0.7499327659606934,0.0,0.21677833795547485
688567,2020-09-22,0.9998832941055298,0.0,0.0
688661,2022-09-01,0.9999105930328368,0.0,0.0
836149,2022-03-14,0.9999115467071532,0.0,0.0
839729,2022-07-18,0.9999138116836548,0.0,0.0
