标题,链接,发布时间,内容
苏州设计:关于使用暂时闲置募集资金和自有资金进行现金管理的进展公告,"https://guba.eastmoney.com/news,300500,588003691.html",2017-01-13 15:59:04,"公告日期：2017-01-13
 苏州设计研究院股份有限公司（以下简称“公司”）第二届董事会第五次会议、

第二届监事会第三次会议和201 5年度股东大会审议通过了《关于使用暂时闲置募

集资金进行现金管理的议案》、《关于使用暂时闲置自有资金进行现金管理的议

案》，在保证募集资金投资项目建设和公司正常经营的情况下，公司拟使用不超

过10，000万元闲置募集资金和不超过10，000万元闲置自有资金进行现金管理。闲

置募集资金拟购买投资期限不超过12个月的银行保本型产品；闲置自有资金拟购

买投资期限不超过1 2个月的银行或其他金融机构的安全性高、流动性好的低风险

投资产品，自股东大会审议通过之日起1 2个月内可循环滚动使用。具体内容详见

公司于201 6年4月1 5日在巨潮资讯网（www．cninfo．com．cn）披露的《关于使用暂

时闲置募集资金及自有资金进行现金管理的公告》（公告编号：2016-023）。

……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。"
一一一291西水股份持有天安财险高迖60多亿股以,"https://guba.eastmoney.com/news,300500,591119476.html",2017-01-18 14:55:04,300131上半年净利增25倍
议市厅第250期 沪指3浪3或至 创指剑指3000,"https://guba.eastmoney.com/news,300500,587094244.html",2017-01-11 11:37:12,油气体制改革方案明年将出台 上游放开和管网独
2月4号解禁，套现爽爽，继续等吧，估计要到60,"https://guba.eastmoney.com/news,300500,590939011.html",2017-01-18 11:12:34,2月4号解禁，套现爽爽，继续等吧，估计要到60
古云上有天堂下有苏杭，苏州园林中国一绝，苏州设计名字响亮，启迪设计是不是太小儿科,"https://guba.eastmoney.com/news,300500,590853696.html",2017-01-18 09:51:53,古云上有天堂下有苏杭，苏州园林中国一绝，苏州设计名字响亮，启迪设计是不是太小儿科了。
002158,"https://guba.eastmoney.com/news,300500,590866081.html",2017-01-18 10:02:38,002158
肯定还要跌的,"https://guba.eastmoney.com/news,300500,590855315.html",2017-01-18 09:53:16,引进战略投资者之后必然增发股票。增发价取决于近20日平均股价。增发价肯定越低越好。所以还是要砸的。至于什么时候增发尚未可知。但是中期看跌不变。
心想事成600708年到处唱空胡扯,"https://guba.eastmoney.com/news,300500,590419259.html",2017-01-18 00:25:12,心想事成600708年到处唱空胡扯
苏州设计:第二届董事会第十五次会议决议公告,"https://guba.eastmoney.com/news,300500,590259118.html",2017-01-17 20:09:36,"公告日期：2017-01-18
证券代码：300500 证券简称：苏州设计 公告编号：2017-006



苏州设计研究院股份有限公司



第二届董事会第十五次会议决议公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



苏州设计研究院股份有限公司（以下简称“苏州设计”、“公司”）第二届董事会第十五次会议于2017年1月17日下午五点在公司会议室以现场和通讯相结合的方式召开。会议通知于2017年1月6日以专人送达或电子邮件等方式发出。会议应到董事11人，实到董事11人，独立董事朱增进、汪大绥、仲德崑、潘敏以通讯方式参加表决，公司监事及高级管理人员列席了本次会议。本次董事会的召集、召开符合《公司法》、《公司章程》及相关法规的规定。会议由董事长戴雅萍女士主持，经全体与会董事认真审议形成如下决议：



1、审议通过《关于公司更名及修改<公司章程>部分条款的议案》



同意将公司名称由“苏州设计研究院股份有限公司”变更为“启迪设计集团股份有限公司”。（上述名称变更以工商行政管理部门最终核准的名称为准）。



同意对《公司章程》第四条作出相应修改，公司所有规章制度涉及公司名称的，均一并做相应修改。



具体内容详见同日在巨潮资讯网（www.cninfo.com.cn）披露的《关于公司更名及修改〈公司章程〉部分条款的公告》。



表决结果：11票同意，0票反对，0票弃权。



本议案尚需提交股东大会审议。



2、审议通过《关于设立集团公司的议案》



同意以“启迪设计集团股份有限公司”为核心企业组建企业集团，名称为“启迪设计集团” （以工商行政管理部门最终核准的名称为准）。



表决结果：11票同意，0票反对，0票弃权。



本议案尚需提交股东大会审议。



3、审议通过《关于召开公司2017年第一次临时股东大会的议案》



董事会决定于2017年2月7日下午14:00在苏州工业园区星海街 9 号公司



会议室召开2017年第一次临时股东大会。



证券代码：300500 证券简称：苏州设计 公告编号：2017-006



具体内容详见同日在巨潮资讯网（www.cninfo.com.cn）披露的《关于召开公司2017年第一次临时股东大会的通知》



特此公告。



苏州设计研究院股份有限公司董事会



2017年1月18日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
市场主线一目了然，依靠石油能源的旧世界已经开,"https://guba.eastmoney.com/news,300500,590360452.html",2017-01-17 22:29:51,赢家的心理素质——你有吗？（期乐网）
注意!心想事成600708年是真正的狗托!,"https://guba.eastmoney.com/news,300500,590267767.html",2017-01-17 20:20:01,注意!心想事成600708年是真正的狗托!骂我的是狗
苏州设计:关于召开公司2017年度第一次临时股东大会的通知,"https://guba.eastmoney.com/news,300500,590258542.html",2017-01-17 20:08:53,"公告日期：2017-01-18
 苏州设计研究院股份有限公司



关于召开公司2017年度第一次临时股东大会的通知



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



苏州设计研究院股份有限公司（以下简称“苏州设计”、“公司”）于2017



年1月17日召开的第二届董事会第十五次会议审议通过了《关于召开公司2017



年第一次临时股东大会的议案》，同意于2017年2月7日召开2017年第一次临



时股东大会。现将具体事项公告如下：



一、召集会议的基本情况



1、股东大会届次：2017年第一次临时股东大会。



2、股东大会的召集人：公司第二届董事会。经公司第二届董事会第十五次会议于2017年1月17日审议通过了《关于召开公司2017年度第一次临时股东大会的议案》，公司董事会同意决定于2017年2月7日召开2017年第一次临时股东大会。



3、会议召开的合法、合规性



公司2017年第一次临时股东大会会议的召开符合有关法律、行政法规、部



门规章、规范性文件和公司章程的规定。



4、会议召开方式：现场投票 网络投票



（1）现场投票：股东本人出席会议现场或者通过授权委托书委托他人出席现场会议；



（2）网络投票：本次股东大会通过深圳证券交易所交易系统和互联网投票系统向全体股东提供网络形式的投票平台，股权登记日登记在册的公司股东可以在网络投票时间内通过上述系统行使表决权。公司股东只能选择现场投票（现场投票可以委托代理人代为投票）和网络投票中的一种表决方式。同一表决权出现重复投票表决的，以第一次有效投票结果为准。



5、会议召开的日期、时间



（1）现场会议召开时间：2017年2月7日（星期二）下午14:00。



（2）网络投票时间：2017年2月6日至2017年2月7日。



其中，通过深圳证券交易所交易系统进行网络投票的具体时间为2017年2



月7日上午9:30—11:30，下午13:00—15:00；通过互联网投票系统进行网络投票



的具体时间为2017年2月6日15:00至2017年2月7日15:00期间的任意时间。



6、股权登记日：2017年1月24日



7、出席对象：



（1）截止2017年1月24日下午收市时，在中国证券登记结算有限责任公



司深圳分公司登记在册本公司全体股东有权出席股东大会，并可以书面形式委托代理人出席会议和参加表决，该股东代理人不必是本公司股东，或在网络投票时间内参加网络投票。



（2）公司董事、监事和高级管理人员



（3）公司聘请的见证律师。



8、会议地点：江苏省苏州工业园区星海街9号公司会议室



二、会议审议事项



本次会议审议的议案由公司第二届董事会第十五次会议审议通过后提交，具体为：



1、《关于公司更名及修改<公司章程>部分条款的议案》；



2、《关于设立集团公司的议案》。



以上议案已经公司第二届董事会第十五次会议审议通过，其中议案1属于



特别决议议案，需经出席本次股东大会的有表决权股东（包括股东代理人）所持表决权的三分之二以上表决通过，具体内容详见公司在巨潮资讯网



（http://www.cninfo.com.cn）披露的相关公告或文件。



三、本次股东大会现场会议的登记方法



1、登记时间：2017年1月25日上午8:30-11:30，下午13:00-16:00。



2、登记地点：江苏省苏州工业园区星海街9号，苏州设计研究院股份有限



公司，资本市场部。



3、登记方式：



（1）法人股东登记：符合条件的法人股东的法定代表人持加盖单位公章的法人营业执照复印件、股东证券账户卡、本人身份证办理登记手续；委托代理人出席的，代理人还须持法定代表人授权委托书（格式见附件二）和本人身份证。



（2）个人股东登记：符合条件的自然人股东应持股东证券账户卡、本人身份证及持股凭证办理登记；委托代理人出席会议的，代理人还须持股东授权委托书和本人身份证。



（3）异地股东登记：异地股东参会，应填写参会登记表（格式见附件三），传真至公司资本市场部（0512-65230783）。



（4）注意事项：出席会议的股东及股东代理人请携带相关证件原件到场。



四、参加网络投票的具体操作流程……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
苏州设计:第二届监事会第十二次会议决议公告,"https://guba.eastmoney.com/news,300500,590258540.html",2017-01-17 20:08:53,"公告日期：2017-01-18
证券代码：300500 证券简称：苏州设计 公告编号：2017-007



苏州设计研究院股份有限公司



第二届监事会第十二次会议决议公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



苏州设计研究院股份有限公司（以下简称“公司”）第二届监事会第十一次会议于2017年1月17日下午六点在公司会议室以现场方式召开。会议通知于2017年1月6日以专人送达或电子邮件等方式发出。会议应到监事３人，实到监事３人。



本次监事会的召集、召开符合《公司法》、《公司章程》及相关法规的规定。会议由监事会主席张林华先生主持，经全体与会监事认真审议并逐项表决，形成如下决议：



1、审议通过《关于公司更名及修改<公司章程>部分条款的议案》



同意将公司名称由“苏州设计研究院股份有限公司”变更为“启迪设计集团股份有限公司”。（上述名称变更以工商行政管理部门最终核准的名称为准）。



同意对《公司章程》第四条作出相应修改，公司所有规章制度涉及公司名称的，均一并做相应修改。



具体内容详见同日在巨潮资讯网（www.cninfo.com.cn）披露的《关于公司更名及修改〈公司章程〉部分条款的公告》。



本议案尚需提交股东大会审议。



2、审议通过《关于设立集团公司的议案》



同意以“启迪设计集团股份有限公司”为核心企业组建企业集团，名称为“启迪设计集团” （以工商行政管理部门最终核准的名称为准）。



表决结果：3票同意，0票反对，0票弃权。



本议案尚需提交股东大会审议。



特此公告。



苏州设计研究院股份有限公司监事会



2017年1月18日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
还要跌…[大笑][大笑],"https://guba.eastmoney.com/news,300500,590047610.html",2017-01-17 15:11:53,还要跌…
垃圾本质，显露无遗。,"https://guba.eastmoney.com/news,300500,589949458.html",2017-01-17 13:46:22,垃圾本质，显露无遗。
抗跌,"https://guba.eastmoney.com/news,300500,589704620.html",2017-01-17 09:51:11,7底部明显，75元已进，反弹看高到86元。
苏州设计:对外投资进展公告,"https://guba.eastmoney.com/news,300500,588971854.html",2017-01-16 20:17:10,"公告日期：2017-01-17
证券代码：300500 证券简称：苏州设计 公告编号：2017-005



苏州设计研究院股份有限公司



对外投资进展公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



一、基本情况介绍



苏州设计研究院股份有限公司（以下简称“公司”）于2016年12月26日召



开第二届董事会第十四次会议，审议通过了“关于投资设立苏州设计工程管理有限公司的议案”及“关于投资设立苏州设计园林景观有限公司的议案”，同意公司以自有资金投资设立全资子公司苏州设计工程管理有限公司和苏州设计园林景观有限公司，两家公司注册资本均为600万元，苏州设计持有100%的股权。具体内容详见公司于2016年12月26日在巨潮资讯网（www.cninfo.com.cn）披露的《对外投资公告》（公告编号2016-079）。



二、进展情况



近日苏州设计工程管理有限公司与苏州设计园林景观有限公司已完成工商登记工作，并取得了相关营业执照，具体情况如下：



一、苏州设计工程管理有限公司



1、统一社会信用代码：91320594MA1NAQ7XXB



2、名称：苏州设计工程管理有限公司



3、类型：有限责任公司（法人独资）



4、住所：苏州工业园区星海街9号



5、法定代表人： 戴雅萍



6、注册资本：人民币600万元整



7、营业期限：2017年1月13日至****



8、经营范围：工程项目管理；承接：建筑工程；销售：建筑材料。（依法须经批准的项目，经相关部门批准后方可开展经营活动）



证券代码：300500 证券简称：苏州设计 公告编号：2017-005



二、苏州设计园林景观有限公司



1、统一社会信用代码：91320594MA1NAQ507X



2、名称：苏州设计园林景观有限公司



3、类型：有限责任公司（法人独资）



4、住所：苏州工业园区星海街9号



5、法定代表人： 戴雅萍



6、注册资本：人民币600万元整



7、营业期限：2017年1月13日至****



8、经营范围：承接：园林景观工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）



特此公告。



苏州设计研究院股份有限公司董事会



2017年1月17日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
为什么15年7月14日以后买入欣泰电气股票的不能,"https://guba.eastmoney.com/news,300500,589842899.html",2017-01-17 12:01:11,未来行情或将以创业板为先锋
新一代百亿亿次超级计算机研制启动 概念股价值,"https://guba.eastmoney.com/news,300500,589000489.html",2017-01-16 20:38:42,逢低布局新能源汽车板块个股机会
明天还有新低,"https://guba.eastmoney.com/news,300500,588638849.html",2017-01-16 15:35:59,明天还有新低
阿米其重磅爆料：发生一则消息，下周大盘大局定,"https://guba.eastmoney.com/news,300500,588833142.html",2017-01-16 18:44:01,关注600219南山铝业10送15
越买越跌[哭]  越跌越买[胜利]   不信邪[拜神],"https://guba.eastmoney.com/news,300500,588831367.html",2017-01-16 18:40:40,越买越跌 越跌越买 不信邪
90块买进的，心理预期60块的时候割肉.[牛],"https://guba.eastmoney.com/news,300500,588660254.html",2017-01-16 16:09:46,90块买进的，心理预期60块的时候割肉.
航天科技和苏州设计,"https://guba.eastmoney.com/news,300500,588349578.html",2017-01-15 22:21:21,航天科技和苏州设计
还有唱多的吗[大笑][大笑],"https://guba.eastmoney.com/news,300500,588635181.html",2017-01-16 15:32:08,还有唱多的吗
还持有的朋友抛了吧。明显在出货（估计没有多少货了）。出完了估计暴跌就来了,"https://guba.eastmoney.com/news,300500,584706354.html",2017-01-03 10:21:28,还持有的朋友抛了吧。明显在出货（估计没有多少货了）。出完了估计暴跌就来了
p超级黑马军工小盘股票002560通达股份现价10.28元未来十年业绩高速成长中,"https://guba.eastmoney.com/news,300500,588558002.html",2017-01-16 14:17:22,p超级黑马军工小盘股票002560通达股份现价10.28元未来十年业绩高速成长中线目标价18元
现价快卖！实在舍不得就跌停接回[哭],"https://guba.eastmoney.com/news,300500,588550611.html",2017-01-16 14:09:05,现价快卖！实在舍不得就跌停接回
主力早已果断撤出，现在是伞户互杀行情,"https://guba.eastmoney.com/news,300500,588413969.html",2017-01-16 09:50:12,下方已无任何支撑，随时可能出现跌停关门的走势，必须高度警惕
唱多抄底的人，请把您买入持仓图贴出来。 唱空卖出的人，请把你卖出的持仓图贴出来。,"https://guba.eastmoney.com/news,300500,588460965.html",2017-01-16 11:01:30,"唱多抄底的人，请把您买入持仓图贴出来。
唱空卖出的人，请把你卖出的持仓图贴出来。
股吧里净是些瞎忽悠的人，大家不要盲目。
真正要涨的话，你会好心告诉别人？自己为什么不买？"
设计公共厕所是强项！,"https://guba.eastmoney.com/news,300500,588345443.html",2017-01-15 21:49:26,设计公共厕所是强项！
这设计只能设计个卫生间什么的！,"https://guba.eastmoney.com/news,300500,588344298.html",2017-01-15 21:40:01,这设计只能设计个卫生间什么的！
真正的有钱人，是拥有健康、有时间花钱的人	,"https://guba.eastmoney.com/news,300500,588257759.html",2017-01-15 01:27:07,疯传券商国有化尾盘广发先涨停！控股券商国有化
最后一跌！开始抄底！,"https://guba.eastmoney.com/news,300500,588244288.html",2017-01-14 22:06:51,最后一跌！开始抄底！
股市就是这么奇怪，创业板连续几周收阴，次新股及高送转都跌成了狗，真该买进时却不再,"https://guba.eastmoney.com/news,300500,587860015.html",2017-01-13 11:08:30,股市就是这么奇怪，创业板连续几周收阴，次新股及高送转都跌成了狗，真该买进时却不再有人敢买。之前那么高位却抢筹，跌去了40元还有人在割肉，血淋淋的不痛吗？
高送转也没用！,"https://guba.eastmoney.com/news,300500,587929705.html",2017-01-13 13:56:47,高送转也没用！
