标题,链接,发布时间,内容
2016年8月25日，定增发4411万股，发行价21.20元，今年8月25日上市,"https://guba.eastmoney.com/news,002733,659185132.html",2017-06-22 13:15:16,2016年8月25日，定增发4411万股，发行价21.20元，今年8月25日上市流通，现在价格怎么减持？
控盘主力在出货,"https://guba.eastmoney.com/news,002733,659070416.html",2017-06-22 10:17:15,散户今天卖出的那是稀有。控盘资金实力不强，
利好出货？,"https://guba.eastmoney.com/news,002733,659244703.html",2017-06-22 14:36:05,利好出货？
别人跳水跟你有毛关系，你涨停过吗？绿毛龟,"https://guba.eastmoney.com/news,002733,659243505.html",2017-06-22 14:35:17,别人跳水跟你有毛关系，你涨停过吗？绿毛龟
跟你这个名字不相配，改名字吧,"https://guba.eastmoney.com/news,002733,659224087.html",2017-06-22 14:10:03,软趴股份
有机会做龙头却让横店衫衫专美,"https://guba.eastmoney.com/news,002733,659218296.html",2017-06-22 14:02:43,不龙头哪就狗屎吧
庄拖真的多,"https://guba.eastmoney.com/news,002733,659210669.html",2017-06-22 13:52:20,庄拖真的多
沾边特斯拉都发疯了！全世界首部氢燃料电池通勤车，5分钟充氢，5小时行驶的，没人过,"https://guba.eastmoney.com/news,002733,659202207.html",2017-06-22 13:41:06,沾边特斯拉都发疯了！全世界首部氢燃料电池通勤车，5分钟充氢，5小时行驶的，没人过问，我操！[不赞][不赞][不赞]
幸亏换了天汽模，赚了10个点,"https://guba.eastmoney.com/news,002733,659200606.html",2017-06-22 13:37:50,幸亏换了天汽模，赚了10个点
锂电池炒完，氢能源跟不跟着补个涨啊。感觉雄韬股份算比较正的概念了。,"https://guba.eastmoney.com/news,002733,659195656.html",2017-06-22 13:30:41,继参股公司北京氢璞与国达氢能源科技签署价值1.2亿元的500套30KW车用燃料电池电堆订单后，日前在深圳新能源汽车产业博览会上，雄韬股份又透过五洲龙汽车展示的华丽旗舰新品通勤车“F1未来”（Future）系列，宣誓了他们在燃料电池车用领域上的另一个重大成就。F1未来”（Future）系列氢”燃料电池通勤车是由雄韬集团、五洲龙股份、北京氢璞以及浙江氢途联合开发的8.5米氢燃料电池通勤车。其中雄韬提供整车的动力系统并完成总装，采用30KW氢燃料电池系统 磷酸铁锂电池（功率型）的混合动力技术路线，一次加氢只需5分钟，可以续航430KM。
买次新股,"https://guba.eastmoney.com/news,002733,659165012.html",2017-06-22 12:34:46,见招拆招 : 不猜头、不测底、不赌博
开始进入变盘敏感时间窗,"https://guba.eastmoney.com/news,002733,659160777.html",2017-06-22 12:26:26,而不是还傻乎乎的进行高位接盘
事出反常必有妖,"https://guba.eastmoney.com/news,002733,659151330.html",2017-06-22 12:05:11,公司都不发布下消息，要么主力下盘大棋25元，要么随波逐流，
知道为什么这么好的消息，股票不涨吗？那是因为主力不啥？今年有50%多的限售股会解,"https://guba.eastmoney.com/news,002733,659118185.html",2017-06-22 11:16:13,知道为什么这么好的消息，股票不涨吗？那是因为主力不啥？今年有50%多的限售股会解禁！拉高给大股东减持吗？当然如果业绩超过天齐话，拦不住的涨，现在大家都很平稳了，不是题材股的天下了，是业绩股，业绩加高科技才牛逼，雄韬有潜力！
同花顺把昨天这消息发一下，或者公司出个新闻，都爆了！ 哪个朋友，去问董秘一下，叫,"https://guba.eastmoney.com/news,002733,659128083.html",2017-06-22 11:29:02,"同花顺把昨天这消息发一下，或者公司出个新闻，都爆了！
哪个朋友，去问董秘一下，叫他说清报道是否属实？为什么公司一声不吭？！"
这市场极弱！这么实实在在的大利好，没什么反映，操！[不赞][不赞][不赞],"https://guba.eastmoney.com/news,002733,659054490.html",2017-06-22 09:57:57,这市场极弱！这么实实在在的大利好，没什么反映，操！[不赞][不赞][不赞]
这个庄太弱要换庄了，金子总会发光！消息面扩散，定也会引起其他资金抢筹？[想一下],"https://guba.eastmoney.com/news,002733,659057022.html",2017-06-22 10:00:33,这个庄太弱要换庄了，金子总会发光！消息面扩散，定也会引起其他资金抢筹？
大家可以查查五洲龙怎么牛？中国未来最大潜力的新能源汽车！[赞][赞][赞],"https://guba.eastmoney.com/news,002733,659097619.html",2017-06-22 10:51:25,大家可以查查五洲龙怎么牛？中国未来最大潜力的新能源汽车！
绿毛龟又开始了，利好也无济于事。垃圾股！,"https://guba.eastmoney.com/news,002733,659083484.html",2017-06-22 10:33:40,绿毛龟又开始了，利好也无济于事。垃圾股！
今入,"https://guba.eastmoney.com/news,002733,659075735.html",2017-06-22 10:23:23,报到
消息有什么用吗？,"https://guba.eastmoney.com/news,002733,659036587.html",2017-06-22 09:35:08,消息有什么用吗？
今天被套应该大有人在,"https://guba.eastmoney.com/news,002733,658976991.html",2017-06-22 05:27:51,很有必要
回来看看,"https://guba.eastmoney.com/news,002733,659054036.html",2017-06-22 09:57:10,没有想到这么弱，不会是主力没有吃饱吧，还在吸
耐心等待会有回报,"https://guba.eastmoney.com/news,002733,659052147.html",2017-06-22 09:55:13,耐心等待会有回报
新能源的革命…,"https://guba.eastmoney.com/news,002733,659011759.html",2017-06-22 08:24:28,新能源的革命…
为什么燃料电池很难普及起来？ 余德进随笔11-14 14:45大 人类对于环保的,"https://guba.eastmoney.com/news,002733,658793208.html",2017-06-21 19:30:03,"为什么燃料电池很难普及起来？
余德进随笔11-14 14:45大
人类对于环保的探究无穷无尽，纯电动汽车，混合动力汽车，燃料电池汽车，甚至核电池汽车。不过受制于技术难度，以及高昂的普及成本，燃料电池汽车一直被其它环保汽车压着一头。全球范围内，纯电动车已经有了不小的市场，而丰田的混动汽车，早已走进千家万户。在实际运用上，燃料电池已经落后。

抛开成本不说，燃料电池汽车如何加注发电用的燃料就是个问题。目前，氢燃料电池车一个大问题便是如何加注氢气。即使在美国大力发展零碳排放汽车、支持加氢站建设的加利福尼亚州，情况也不容乐观。据报道，加州的燃料电池车车主经常抱怨加氢站无法工作或处于维修关闭状态，导致他们的用车困难。
但本田对加氢问题作出了回答，提供了氢气加注方案。近日，本田在东京安装的全球第一座高压水电解型制氢站开始了验证实验阶段，这也许会是燃料电池车普及的一座里程碑。这座高压水电解型制氢站名叫70MPa高压水电解型制氢站，能够制造出压力达到70MPa的氢。仅需使用水和太阳能电池板产生的电能，就能制造出氢，整个过程使用可再生能源，完全环保。

只要能解决加氢问题，氢燃料电池汽车就成功了大半。但本田的氢气加注方案真的靠谱吗？
本田加氢站，很难在城市中大规模使用
本田的加氢站如何大规模在城市中运用，将是一个很大的问题。一个加氢站占地面积6平方米，在拥挤的城市中怎样塞进这一个个的加氢站，是一件极为困难的事情。一座城市如果普及氢燃料电池汽车，对氢气的需求量将十分巨大。需要多少个一天生产2.5Kg氢气的加氢站，才能满足一座城市的需求。况且在城市中，由于雾霾和高层建筑的阻挡，阳光利用率会降低，加氢站还达不到每天2.5千克的产量。
因此，目前本田的加氢站还是适合在地广人稀的地区使用，在拥挤的城市，这样的氢气加注方案很难满足需求。但恰恰是在城市，需要大量环保的新能源汽车。而无法在城市中扎根，何谈普及。
本田的加氢站只适合地广人稀的地方，想让燃料电池汽车普及，还需要新的氢气生产和加注技术。

但如果人类找到了一条切实可行的方法，来调整氢气的生产和分配，让氢燃料电池汽车的车主都能方便地加注氢气。那就能使燃料电池汽车的普及成为可能了吗？
解决了加氢问题，成本依然迈不过去的坎
就算解决了加氢问题，氢燃料电池汽车也很难普及。如果燃料电池汽车的竞争对手也是一群价格高昂产品，那它还有自己的一席之地。遗憾的是，无论怎样看，燃料电池汽车都不是最便宜的一个选择。目前，混动汽车的价格不断下探，丰田的双擎汽车价格已经杀入15万元以内。而一堆自主品牌也是蠢蠢欲动，科力远正在积极地研发混动系统。在不久将来，自主弱混车很可能大规模来袭，混动汽车的价格就会进一步下降。混动车虽然没纯电动车和燃料电池汽车那样环保，但作为过渡车种，其地位在短时间内无法撼动。就目前而言，普及混动车是节能减排最经济的方案。
虽然目前纯电动车价格高昂，但电池技术正在飞速发展，电池的生产成本正在逐年下降。即使以现在，纯电动车的售价就要低于燃料电池汽车。特斯拉Mod3售价为3.5万美元，而丰田Mirai起始价格为5.75美元。纯电动车还拥有更低的使用成本，每车一个充电桩，总比每车或数量车一个加氢站来得便宜。随着时间的发展，电池陈本只会越来越低，甚至不排除革命性电池技术大规模应用的可能。而燃料电池汽车的成本，很难再进一步降低，二者成本的差距会越拉越大。
氢燃料电池汽车自身成本就不低，加上氢气的制造和加注成本，使其普及十分困难。有着便宜的燃油供应系统和电力供应系统，为什么要投入大量成本新建另一套能源供应系统。真等全球建成氢气生产供应系统，可能纯电动车已经满大街都是了。
不要觉得高科技距离我们很远，也不要觉得它们距离我们很近。任何新技术的广泛使用都要跨过成本这道坎，如果一项科技不适合社会发展，那它无论再先进，都不可能普及。人类对技术的探索无穷无限，虽然燃料电池汽车很难普及，但这项科技依然是人类智慧的结晶，依然可以运用于多个领域。"
氢燃料电池车最火爆登场！ 收好了，十个一字板！,"https://guba.eastmoney.com/news,002733,658744894.html",2017-06-21 17:34:52,"氢燃料电池车最火爆登场！
收好了，十个一字板！"
上帝明天来个涨停，让我高兴下。,"https://guba.eastmoney.com/news,002733,658855968.html",2017-06-21 21:54:48,上帝明天来个涨停，让我高兴下。
中国单位这么多，单单全国通勤车的量有多少，大家可以算算？不要说未来的发展！,"https://guba.eastmoney.com/news,002733,658784722.html",2017-06-21 19:06:23,中国单位这么多，单单全国通勤车的量有多少，大家可以算算？不要说未来的发展！
这个新闻是云财经、中国中池网、我爱电车网、财联社快讯等媒体，于6月21日下午2:,"https://guba.eastmoney.com/news,002733,658853932.html",2017-06-21 21:49:46,这个新闻是云财经、中国中池网、我爱电车网、财联社快讯等媒体，于6月21日下午2:49分发布的消息，主力资金哪里想得到？
明天打板！,"https://guba.eastmoney.com/news,002733,658779199.html",2017-06-21 18:51:37,明天打板！
氢燃料电池通勤车正式发布 续航达430KM,"https://guba.eastmoney.com/news,002733,658651416.html",2017-06-21 14:43:40,在深圳新能源汽车产业博览会上，F1未来(Future)系列氢燃料电池通勤车正式发布，是由雄韬集团、五洲龙股份、北京氢璞以及浙江氢途联合开发的8.5米氢燃料电池通勤车。其中雄韬提供整车的动力系统并完成总装，采用30KW氢燃料电池系统+磷酸铁锂电池(功率型)的混合动力技术路线，一次加氢只需5分钟，可以续航430KM。
这吧已经彻底没人气了，主力今天拉高出货了，明天低开低走，全体闷杀…,"https://guba.eastmoney.com/news,002733,658682704.html",2017-06-21 15:39:43,这吧已经彻底没人气了，主力今天拉高出货了，明天低开低走，全体闷杀…
我去，原来午后的拉升是因为氢燃料直通车电池啊，妈蛋，要爆发了，害死俺了，搞了这么,"https://guba.eastmoney.com/news,002733,658732349.html",2017-06-21 17:08:57,我去，原来午后的拉升是因为氢燃料直通车电池啊，妈蛋，要爆发了，害死俺了，搞了这么久，明天我抢！
抛了，要量没量，睡醒16.39直接扔了，爱咋地,"https://guba.eastmoney.com/news,002733,658594522.html",2017-06-21 13:12:27,抛了，要量没量，睡醒16.39直接扔了，爱咋地
利好出货是中国股市的一贯做法，小散注意高抛,"https://guba.eastmoney.com/news,002733,658589075.html",2017-06-21 13:01:37,哈哈
问一下无锡，江阴，常熟是哪个省的？,"https://guba.eastmoney.com/news,002733,658776546.html",2017-06-21 18:43:52,阿弥陀佛保佑，放量吧！床前明月光，我是股元亨
雄韬股份(002733)：对秦皇岛科斯特新能源汽车制造有限公司增资1.65亿元，,"https://guba.eastmoney.com/news,002733,658567225.html",2017-06-21 12:08:09,雄韬股份(002733)：对秦皇岛科斯特新能源汽车制造有限公司增资1.65亿元，持有33%股权。我很奇怪这个公司为什么自己发展新能源汽车而不是购买比亚迪的、特斯拉的股票，那么多的钱，为什么非要打水漂呢？你以为你也行是么？
雄韬股份002733，今天走出几个月底部天量，价未涨，量先行？ 新能源汽车、锂电,"https://guba.eastmoney.com/news,002733,658728105.html",2017-06-21 17:02:56,"雄韬股份002733，今天走出几个月底部天量，价未涨，量先行？
新能源汽车、锂电池、燃气电池冉冉升起的一颗明珠。
今天
中午，公告股东加增资新能源汽车及电池1.68亿，总共5个多亿！
下午，快15点又传来，F1未来(Future)系列氢燃料电池通勤车正式发布，是由雄韬集团、五洲龙股份、北京氢璞以及浙江氢途联合开发的8.5米氢燃料电池通勤车。其中雄韬提供整车的动力系统并完成总装，采用30KW氢燃料电池系统+磷酸铁锂电池(功率型)的混合动力技术路线，一次加氢只需5分钟，可以续航430KM。
换做平常，每个消息都至少两个板，这里庄阳瘘，让明珠受蒙！[不赞][不赞][不赞]"
底部放量，而且是近几个月天量，我是不是踏空了…,"https://guba.eastmoney.com/news,002733,658713349.html",2017-06-21 16:39:25,底部放量，而且是近几个月天量，我是不是踏空了…
请问公司6月中旬股东人数是多少,"https://guba.eastmoney.com/news,002733,659672608.html",2017-06-23 09:45:00,【问】请问公司6月中旬股东人数是多少 【答】雄韬股份：尊敬的投资者，您好!截至2017年6月15日，公司股票持有人数33027人。¶¶2017-06-23 09:45:00 §
请问公司5月末股东人数是多少，谢谢,"https://guba.eastmoney.com/news,002733,659685717.html",2017-06-23 09:43:00,【问】请问公司5月末股东人数是多少，谢谢 【答】雄韬股份：尊敬的投资者，您好，截至2017年5月31日，公司股票持有人数32092人。¶¶2017-06-23 09:43:00 §
正是投资者逢低介入的良机,"https://guba.eastmoney.com/news,002733,658700327.html",2017-06-21 16:15:42,迎合市场炒作
雄韬股份取得两项锂电专利证书,"https://guba.eastmoney.com/news,002733,640711479.html",2017-05-11 12:28:56,"来源：中国证券网 
　　雄韬股份11日午间发布公告，公司近日获得国家知识产权局颁发的两项专利证书，包括“一种电芯的制备方法和圆柱形电池”和“一种锂离子动力电池安全保护套”。
　　公司表示，今年第一季度全资子公司雄韬锂电实现营业收入5981.17万元，比去年同期增长309.71%；实现净利润575.84 万元，同比转亏为盈。上述专利的取得和运用，有利于进一步完善公司知识产权保护体系，形成持续的创新机制，保持技术领先地位，提升公司的核心竞争力。
（来源：中国证券网 2017-05-11 12:23） [点击查看原文]"
雄韬股份:关于取得锂电专利证书的公告,"https://guba.eastmoney.com/news,002733,640707061.html",2017-05-11 12:20:16,"公告日期：2017-05-11
 股票代码：002733 股票简称：雄韬股份 公告编号：2017-037



深圳市雄韬电源科技股份有限公司



关于取得锂电专利证书的公告



本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。



深圳市雄韬电源科技股份有限公司（以下简称“公司”或“雄韬股份”）于近日获得中华人民共和国国家知识产权局颁发的专利证书，具体情况如下：



专利名称 专利号 证书号 专利申请日 授权公告日 专利类型 专利权人



一种电芯的制备方 ZL2014104



22315092014年8月27日2016年9月7日 发明专利 雄韬股份



法和圆柱形电池 29400.4



一种锂离子动力电 ZL2014104



2241680 2014年9月2日 2016年9月21日发明专利 雄韬股份



池安全保护套 41220.8



公司持续投入并重视锂电池产品的研发和在储能、通信及EV领域的市场推



广。2017 年第一季度，雄韬股份的全资子公司深圳市雄韬锂电有限公司实现营



业收入5981.17万元，比去年同期增长309.71%；第一季度雄韬锂电实现净利润



575.84万元，去年同期净利润为-500.73万元。此数据尚未经独立第三方审计。



上述专利的取得和运用，有利于进一步完善公司知识产权保护体系，形成持续的创新机制，保持技术领先地位，提升公司的核心竞争力。



特此公告。



深圳市雄韬电源科技股份有限公司董事会



2017年5月11日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
你好，请问贵公司在燃料电池方面布局有进展吗,"https://guba.eastmoney.com/news,002733,658562798.html",2017-06-21 11:40:00,【问】你好，请问贵公司在燃料电池方面布局有进展吗 【答】雄韬股份：您好！感谢您的关注，公司正在通过投资、自主研制等多种方式积极布局燃料电池产业链的相关环节。¶¶2017-06-21 11:40:00 §
雄韬股份:关于重大经营合同中标的提示性公告,"https://guba.eastmoney.com/news,002733,643334259.html",2017-05-17 11:49:55,"公告日期：2017-05-17
 股票代码：002733 股票简称：雄韬股份 公告编号：2017-039



深圳市雄韬电源科技股份有限公司



关于重大经营合同中标的提示性公告



本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。



一、合同中标概况



深圳市雄韬电源科技股份有限公司（以下简称“公司”或“雄韬股份”）于2017年1月10日收到中国通信建设集团有限公司发出的中标通知书，确定公司为中国电信集团公司阀控式密封铅酸蓄电池产品（2016年）集中采购项目01标包的中标人。



二、中标公示主要内容



1、招标人：中国电信集团公司



2、项目名称：中国电信阀控式密封铅酸蓄电池产品（2016年）集中采购项



目01标包普通型阀控式密封铅酸蓄电池



3、招标编号： HQZGYS201606130002-01PT



4、中标金额：4921万元



公司与招标人不存在任何关联关系



三、此次中标对公司的影响



该项目中标后，对公司2017年的经营业绩产生积极的影响，但不影响公司



经营的独立性。公司的主营业务不会因履行本合同而对当事人形成依赖。



四、风险提示



该项目的执行情况以中标通知书和签订的合同为准，敬请广大投资者注意投资风险。



五、备查文件



1、《中标通知书》



特此公告！



深圳市雄韬电源科技股份有限公司董事会



2017年5月17日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
出了就涨，佩服呀,"https://guba.eastmoney.com/news,002733,658655412.html",2017-06-21 14:49:47,被洗的干干净净
这支股死了吗，每次中午出利好，都走成这幅怂样。,"https://guba.eastmoney.com/news,002733,658621555.html",2017-06-21 13:57:09,这支股死了吗，每次中午出利好，都走成这幅怂样。
准备涨停,"https://guba.eastmoney.com/news,002733,658596996.html",2017-06-21 13:16:24,准备涨停
收盘16.88,"https://guba.eastmoney.com/news,002733,658603383.html",2017-06-21 13:26:48,收盘16.88
准备射箭！,"https://guba.eastmoney.com/news,002733,658602506.html",2017-06-21 13:25:24,准备射箭！
这么好的股票怎么被玩成这样？,"https://guba.eastmoney.com/news,002733,658601488.html",2017-06-21 13:24:30,这么好的股票怎么被玩成这样？
开弓哪有回头箭？,"https://guba.eastmoney.com/news,002733,658599397.html",2017-06-21 13:19:50,开弓哪有回头箭？
哦耶，比特币要翻倍了，a股瘫在地上了，哦耶,"https://guba.eastmoney.com/news,002733,658593392.html",2017-06-21 13:09:35,靠，红了
石油保险大银行呢？快拉起来，不然周末不能发新,"https://guba.eastmoney.com/news,002733,658588785.html",2017-06-21 13:01:10,3000点，装模作样个啥[不赞]
午后开盘急拉勿追！！！,"https://guba.eastmoney.com/news,002733,658585314.html",2017-06-21 12:52:32,午后开盘急拉勿追！！！
雄韬股份:独立董事关于第三届董事会2017年第五次会议相关事项的独立意见,"https://guba.eastmoney.com/news,002733,658554509.html",2017-06-21 11:42:37,"公告日期：2017-06-21
 深圳市雄韬电源科技股份有限公司独立董事



关于第三届董事会2017年第五次会议相关事项的独立意见深圳市雄韬电源科技股份有限公司（以下简称“公司”）于2017年6月21日召开第三届董事会2017年第五次会议，根据《关于在上市公司建立独立董事制度的指导意见》、《深圳证券交易所中小企业板上市公司规范运作指引》及公司《独立董事工作制度》等有关规定，作为公司独立董事，基于独立判断立场，对本次会议的相关事项发表独立意见如下：



一、关于聘任公司董事会秘书的独立意见



经认真审阅本次会议聘任的董事会秘书陈宏先生的个人履历及相关资料，我们认为任职资格符合《公司法》、《中小企业板上市公司规范运作指引》及《公司章程》的有关规定，陈宏先生的教育背景、专业知识和技能及工作经历均能够胜任所聘岗位的职责要求，亦符合公司发展的需要；公司董事会聘任程序及表决结果符合相关法律、法规及《公司章程》的有关规定。我们同意聘任陈宏先生为董事会秘书。



(以下无正文)



（此页无正文，为深圳市雄韬电源科技股份有限公司独立董事关于第三届董事会2017年



第五次会议相关事项的独立意见签字页）



独立董事签字：



刘剑洪 乔惠平 谢获宝



2017年6月21日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。"
雄韬股份:关于董事会秘书变更的公告,"https://guba.eastmoney.com/news,002733,658554491.html",2017-06-21 11:42:34,"公告日期：2017-06-21
股票代码：002733 股票简称：雄韬股份 公告编号：2017-049



深圳市雄韬电源科技股份有限公司



关于董事会秘书变更的公告



本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。



公司收到董事会秘书肖杨健先生的书面辞职报告申请，肖杨健先生因个人原因辞去公司董事会秘书的职位，其辞职申请自送达董事会之日起生效，肖杨健先生辞去公司副总经理、董事会秘书职务后，不再担任公司其它任何职务。截至本报告披露日，肖杨健先生未持有公司股份。



肖杨健先生在担任公司董事会秘书期间，认真负责，为公司规范运作及发展做出了重要贡献，公司董事会对肖杨健先生在担任董事会秘书期间所做的工作表示由衷的感谢。



公司于2017年6月21日召开了第三届董事会第五次会议，审议通过了《关



于聘任公司董事会秘书的议案》，决定聘任陈宏先生担任公司董事会秘书，任期自本次董事会通过之日起至第三届董事会届满，独立董事对此发表了同意的独立意见，陈宏先生简历附后。



陈宏先生联系方式：



电话：0755-66851118转8245



传真：0755-66850678转8245



电子邮箱：chenhong@vision-batt.com



特此公告！



深圳市雄韬电源科技股份有限公司董事会



2017年6月21日



附件:简历



陈宏先生：生于1980年3月，中国国籍，无永久境外居留权。研究生学历，



2004年7月加入公司，历任技术工程师、研发工程师、研发部经理、技术研发



经理、越南雄韬总经理。2010年7月至今任公司副总经理、副总工程师。2010



年9月至今，担任公司董事。2010年9月至2015年10月，担任公司董事会秘



书。2017年2月起，暂代公司董事会秘书。



陈宏先生于2012年11月取得了深圳证券交易所颁发的《董事会秘书资格证



书》(证书编号：362203198003110011)。其任职资格符合《深圳证券交易所股票上市规则》和《公司章程》的有关规定。



截至目前,陈宏先生与公司其他董事、监事、高级管理人员及持有公司百分



之五以上股份的股东、实际控制人之间不存在关联关系；未持有公司股份；最近五年未在其他机构担任董事、监事、高级管理人员；不存在《公司法》、《公司章程》中规定的不得担任公司高级管理人员的情形；不存在《深圳证券交易所上市公司董事会秘书及证券事务代表资格管理办法》规定的不得担任董事会秘书的情形；未受过中国证监会及其他有关部门的处罚和证券交易所的惩戒。




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
