标题,链接,发布时间,内容
广州浪奇将获63亿土地收储金？  不少投资者发出这样的疑问：“浪奇位于广州国际金,"https://guba.eastmoney.com/news,000523,838065844.html",2019-06-03 20:51:03,"广州浪奇将获63亿土地收储金？
不少投资者发出这样的疑问：“浪奇位于广州国际金融城的土地到底价值几何？”此前，由于大约有12万平方米的旧厂房位于金融城规划区内，浪奇的土地增值概念遭到资金炒作，经历一波大涨后开始回调。这是上涨中继，还是大资金获利出逃？或许对其本身的价值分析，才更有可能得出结论。
收储金或令市值翻倍？
备受关注的广州国际金融城首批土地拍卖出让于2月7日下午举行。作为继珠江新城与琶洲之后广州又一个高端商务区，广州国际金融城自亮相起便受到高度关注，绿地、保利、万科等地产巨头以及广州银行、新华人寿等大型金融企业竞相参与竞拍。根据测算，首批四宗地块折合楼面地价分别为12200元/平方米和17761元/平方米，平均容积率接近7。
而广州浪奇旧厂区土地处置有3种方式：一是不变工业用地性质公司自己投资资金开发。二是进行创意产业投资。这2个不仅要继续投资资金，而且开发工业地的盈亏也难预料。三是申请政府土地收储。按照目前的政策指引和附近规划区的土地溢价幅度，申请土地收储获得的大幅收益是肯定的。广州浪奇工作人员表示，公司在旧厂区地块处置上会争取对股东最有利的方案。如果是政府收储进行拍卖，公司可获得土地拍卖价的40%—60%的补偿。
广发证券则认为，广州浪奇公司的厂区拆迁后作为住宅开发的可能性比较大。"
出大事了？广州浪奇，轻工集团，日化所网站都瘫了,"https://guba.eastmoney.com/news,000523,838075457.html",2019-06-03 21:35:48,只有做生意的奇化网还有
19年5月9日操作交流！,"https://guba.eastmoney.com/news,000523,827501269.html",2019-05-09 15:51:13,"很久没有发帖子了！请粉丝们多多指点！

不知道明天是否会低开被闷杀！恳请高手指教！"
明年的今天能到7吗，能的话就回本了,"https://guba.eastmoney.com/news,000523,838089592.html",2019-06-03 23:26:53,明年的今天能到7吗，能的话就回本了
福安药业抓紧上车，土地收褚3个亿！,"https://guba.eastmoney.com/news,000523,838088412.html",2019-06-03 23:10:07,福安药业抓紧上车，土地收褚3个亿！
咋的，轻工工贸网上不了。不会又来一次窝腐案吧？,"https://guba.eastmoney.com/news,000523,838071869.html",2019-06-03 21:18:43,咋的，轻工工贸网上不了。不会又来一次窝腐案吧？
几个前期天天唱多的看来今天都割肉了,"https://guba.eastmoney.com/news,000523,838081516.html",2019-06-03 22:18:35,几个前期天天唱多的看来今天都割肉了
有些人一旦空仓就TMD唱空，满仓就唱多，下跌来的更猛烈些吧，把这些乌蝇全部洗出去,"https://guba.eastmoney.com/news,000523,838081407.html",2019-06-03 22:17:48,有些人一旦空仓就TMD唱空，满仓就唱多，下跌来的更猛烈些吧，把这些乌蝇全部洗出去
现在浪奇就是这样，涨就涨一个点，跌就是3个点，这就叫螺旋式下跌,"https://guba.eastmoney.com/news,000523,838077692.html",2019-06-03 21:51:35,现在浪奇就是这样，涨就涨一个点，跌就是3个点，这就叫螺旋式下跌
今晚多位网友发现广州浪奇官网，广州轻工集团官网以及广州日化所官网无法登陆。请问公,"https://guba.eastmoney.com/news,000523,838825814.html",2019-06-06 10:40:00,"今晚多位网友发现广州浪奇官网，广州轻工集团官网以及广州日化所官网无法登陆。请问公司发生了什么事情？联想到董事长刚刚突然辞职立即生效，以及第一大自然人股东清仓出逃，请问贵公司管理层是否稳定，经营是否正常？ 
红棉股份
广州浪奇：尊敬的投资者：您好！公司经营正常，管理层稳定，感谢您的关注！
(来自深交所互动易)答复时间 2019-06-06 10:40:00"
金木水火土，今年是猪年，属木，木与金及火相克，但大势助火，木克火失灵，然而木助水,"https://guba.eastmoney.com/news,000523,836997504.html",2019-05-29 19:48:25,金木水火土，今年是猪年，属木，木与金及火相克，但大势助火，木克火失灵，然而木助水为规律，涨为自然。阴历5月属水的可能有大财运。抓住机遇，时不我待。
耐得住寂寞，守得住芳华。,"https://guba.eastmoney.com/news,000523,838076927.html",2019-06-03 21:46:36,耐得住寂寞，守得住芳华。
5.14，5.03附近密切关注,"https://guba.eastmoney.com/news,000523,838042824.html",2019-06-03 19:00:08,5.14，5.03附近密切关注
反弹在恐惧中诞生，不要一涨就狂欢！本人看好明天涨的概率大于下跌。今天考验了250,"https://guba.eastmoney.com/news,000523,838041763.html",2019-06-03 18:57:08,反弹在恐惧中诞生，不要一涨就狂欢！本人看好明天涨的概率大于下跌。今天考验了250日均线支撑和20周线。所以在这个价位没必要过度恐慌！散户利用自己的优势做差价，没有只跌不涨的股票，买了此股自己要有信心，玩不来差价就拿着呗，自有资金只是账面的浮亏，庄的资金是有成本的！国企二次混改就在眼前了，不信走着瞧！
为散户精神点赞[胜利][胜利][胜利]高位接盘，坚定信心不动摇，把庄家无情洗出了,"https://guba.eastmoney.com/news,000523,838041160.html",2019-06-03 18:53:45,为散户精神点赞高位接盘，坚定信心不动摇，把庄家无情洗出了
上周把持股证明给到了邮箱，股东人数出来了，哈哈，说那个谁割肉走人的打脸了,"https://guba.eastmoney.com/news,000523,838031245.html",2019-06-03 18:11:53,上周把持股证明给到了邮箱，股东人数出来了，哈哈，说那个谁割肉走人的打脸了
你去跟涨了7倍的顺灏跌，你好意思吗,"https://guba.eastmoney.com/news,000523,838029591.html",2019-06-03 17:58:53,你去跟涨了7倍的顺灏跌，你好意思吗
唱空者们别高兴太早，今天只不过被大麻老龙头股002565跌停带崩了情绪影响到了整,"https://guba.eastmoney.com/news,000523,838024036.html",2019-06-03 17:23:13,唱空者们别高兴太早，今天只不过被大麻老龙头股002565跌停带崩了情绪影响到了整个大麻概念板块，今天002565都打开跌停了，明天一启稳，就有上冲动能，你们慢慢等着抄底，你们浪费时间精力唱空这么多天，我拭目以待看着最后你们能不能达到目的
下跌趋势而已，害怕是正常的，浪奇的应收账款有逾30亿，这个很可能被问询，大量借款,"https://guba.eastmoney.com/news,000523,838013984.html",2019-06-03 16:34:04,下跌趋势而已，害怕是正常的，浪奇的应收账款有逾30亿，这个很可能被问询，大量借款做生意和收购，这样做企业不跌才怪，但是这也是我们坚守浪奇的原因，这么一个垃圾企业有浴火重生的可能，所以，怕就怕吧，怕个毛啊，三块多都过来了，什么大风大雨没见过？
福安药业周末也是拆迁，3个亿补偿款，今天已经涨停了。浪奇40亿不得7连板啊,"https://guba.eastmoney.com/news,000523,838009730.html",2019-06-03 16:16:15,福安药业周末也是拆迁，3个亿补偿款，今天已经涨停了。浪奇40亿不得7连板啊
广州浪奇06月03日资金揭秘,"https://guba.eastmoney.com/news,000523,838009594.html",2019-06-03 16:15:32,"今日广州浪奇主力净流入额达-1033.58万元，净占比-35.65%，
其中超大单净流入额-294.73万元,净占比-4.12%，
大单净流入额-738.85万元，净占比-10.33%。







































广州浪奇资金流向数据

类型	流入(万元)	流出(万元)
超大	0.11	-294.83
大单	747.95	-1486.80
中单	2750.94	-2777.95
小单	3654.90	-2594.31




资金解读





广州浪奇收盘涨幅-4.85%， 
其中，成交最活跃的价格分别为5.32、5.33、5.34，成交密集的手数区间分布于100-150、200-300、300-500手，小单介入居多。











成交活跃统计


9:30-15:00 成交均价 5.31













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
5.32	567660	684010	10.41%	12.54%
5.33	361900	347400	6.63%	6.37%
5.34	213300	188400	3.91%	3.45%
5.35	161820	140820	2.97%	2.58%
5.36	18160	0	0.33%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
100-150	175000	453614	1167 	3024 
200-300	117640	254040	392 	847 
300-500	90900	108920	182 	218 
150-200	51800	114600	259 	573 
500-700	0	50000	0 	71 




左右拖动表格，可查看剩余表格内容


行业个股资金流

























































化工行业成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	002917	金奥博 	9.99%	7291.13万
2	603977	国泰集团 	10.01%	4490.95万
3	600309	万华化学 	0.66%	2540.81万
4	002919	名臣健康 	2.50%	1374.46万
5	300538	同益股份 	1.11%	564.71万
157	000523	广州浪奇 	-4.85%	-1033.58万


数据来源:东方财富






展开阅读全文"
浪奇是卖洗衣粉的吗,"https://guba.eastmoney.com/news,000523,837979025.html",2019-06-03 14:38:52,浪奇是卖洗衣粉的吗
看看有多坏。但我只静静看着你,"https://guba.eastmoney.com/news,000523,838003806.html",2019-06-03 15:47:18,看看有多坏。但我只静静看着你
空头趋势未尽，但再看空出来，意义不大，反其道而行，逢低可捡筹码了。[微笑],"https://guba.eastmoney.com/news,000523,838003130.html",2019-06-03 15:43:45,空头趋势未尽，但再看空出来，意义不大，反其道而行，逢低可捡筹码了。
对浪奇，也只能按中长期来自我安慰了，看这个价格，脑阔痛！,"https://guba.eastmoney.com/news,000523,838003018.html",2019-06-03 15:42:53,6.85进的。。。至今没看到拉升回去的动向。。。哎。。。
短线不要期望浪奇有表现，除非有突发利好。中长线虽然看多，但切勿重仓，保持半仓，待,"https://guba.eastmoney.com/news,000523,838002073.html",2019-06-03 15:37:28,短线不要期望浪奇有表现，除非有突发利好。中长线虽然看多，但切勿重仓，保持半仓，待走稳有向上趋势再加仓。目前要多看少动。
营收1000亿，市值30亿，利润2千万！,"https://guba.eastmoney.com/news,000523,837994053.html",2019-06-03 15:05:57,这就是神奇的浪奇，必须点赞！
5.18是最后的支撑位，要是5.18破了，嘿嘿，土地真值60亿了，大家赶快抄底，,"https://guba.eastmoney.com/news,000523,837997882.html",2019-06-03 15:17:42,5.18是最后的支撑位，要是5.18破了，嘿嘿，土地真值60亿了，大家赶快抄底，5.18以上都是获利盘，大家猜猜破了5.18还会跌吗
高位被套住了，坚决不做韭菜，熬过了就是春天！,"https://guba.eastmoney.com/news,000523,837994835.html",2019-06-03 15:08:01,高位被套住了，坚决不做韭菜，熬过了就是春天！
明天开盘再补仓了。今天跌不动，不卖也不买，不跌下去不会出手的,"https://guba.eastmoney.com/news,000523,837991400.html",2019-06-03 14:59:39,明天开盘再补仓了。今天跌不动，不卖也不买，不跌下去不会出手的
一点止跌趋势也没有，看图先到4块5再说吧,"https://guba.eastmoney.com/news,000523,837986401.html",2019-06-03 14:51:26,4.5元看看能不能守得住，大概率，从那来，回那去
工业大妈亏惨了，政策导向不对啊，农林牧渔怎么炒都不怕追究，为避嫌炒作事后清算，资,"https://guba.eastmoney.com/news,000523,837948325.html",2019-06-03 13:40:28,工业大妈亏惨了，政策导向不对啊，农林牧渔怎么炒都不怕追究，为避嫌炒作事后清算，资金已出笼该板块，剩一群小散。
哪位大神知道此股暴跌的原因？,"https://guba.eastmoney.com/news,000523,837982555.html",2019-06-03 14:44:57,哪位大神知道此股暴跌的原因？不会仅仅是因为换董事长的原因吧？
假设土地款有40亿。,"https://guba.eastmoney.com/news,000523,837961320.html",2019-06-03 14:06:04,如果有土豪（如王思C)在二级市场花30多亿把广浪全部买下，结局会如何？稳赚不赔的买卖
垃圾浪，奇西怪的烂股！,"https://guba.eastmoney.com/news,000523,837977844.html",2019-06-03 14:36:47,垃圾浪，奇西怪的烂股！
5.35追加了3万股，对浪奇有信心。加仓了！,"https://guba.eastmoney.com/news,000523,837977115.html",2019-06-03 14:35:04,5.35追加了3万股，对浪奇有信心。加仓了！
不割不涨，同志们割起来,"https://guba.eastmoney.com/news,000523,837977264.html",2019-06-03 14:35:24,不割不涨，同志们割起来
成本5.37，也不知道啥时能解套了，这抄在半山腰,"https://guba.eastmoney.com/news,000523,837975874.html",2019-06-03 14:32:56,成本5.37，也不知道啥时能解套了，这抄在半山腰
真他妈的大垃圾股。不是玩意。,"https://guba.eastmoney.com/news,000523,837971452.html",2019-06-03 14:24:35,真他妈的大垃圾股。不是玩意。
嘿嘿，今天蓝皮哥护盘拉指数，指数没跌，明天指数大跌看看浪奇跌几个点，我们拭目以待,"https://guba.eastmoney.com/news,000523,837969103.html",2019-06-03 14:20:16,嘿嘿，今天蓝皮哥护盘拉指数，指数没跌，明天指数大跌看看浪奇跌几个点，我们拭目以待哦。顺便说一句，旧厂房土地值60亿哦，大家抓紧抄底
浪哥实际流通的盘子应该只有一半（3个亿左右），国企超级迷你盘！,"https://guba.eastmoney.com/news,000523,837958931.html",2019-06-03 14:01:24,"广州轻工工贸集团有限公　　19478.35　　31.07 A股　　其他　　↑627.54
司　　
广州国资发展控股有限公　　8925.62　　14.24 A股　　其他　　新进
司　　
全国社保基金一零二组合　　1338.58　　2.13 A股　全国社保基　　未变
　　金　　
郑浩　　620.00　　0.99 A股　　个人　　↓-18.60
吴炎汉　　505.00　　0.81 A股　　个人　　↓-45.00
程裕民　　417.87　　0.67 A股　　个人　　↑72.52
王炽旭　　399.00　　0.64 A股　　个人　　↓-15.00
蒋文碧　　372.86　　0.59 A股　　个人　　未变
广州市浪奇实业股份有限　　282.79　　0.45 A股　　其他　　新进
公司－第1期员工持股计　　
划　　
郑丽慧　　209.50　　0.33 A股　　个人　　↓-12.00"
哎，只怪当时太冲动买了你！,"https://guba.eastmoney.com/news,000523,837963577.html",2019-06-03 14:10:24,不怪别人，就怪自己手贱，买了你。。。被套住等死了。。。
为什么那么执着往下砸。往上打，一起挣钱不好吗,"https://guba.eastmoney.com/news,000523,837961707.html",2019-06-03 14:06:57,为什么那么执着往下砸。往上打，一起挣钱不好吗
当多头仅剩下一口气时，空头还有几口气呢？,"https://guba.eastmoney.com/news,000523,837958343.html",2019-06-03 14:00:13,当多头仅剩下一口气时，空头还有几口气呢？
私人都可以举牌了，哈哈,"https://guba.eastmoney.com/news,000523,837959664.html",2019-06-03 14:02:43,众筹举牌，报名
从这段时间股价打压情况来看估计要增发购买大股东资产，通过增发收购大股东资产，大股,"https://guba.eastmoney.com/news,000523,837959361.html",2019-06-03 14:02:07,从这段时间股价打压情况来看估计要增发购买大股东资产，通过增发收购大股东资产，大股东可以获得更多股权，从而在后续征地补偿中获得更大利益。如果猜想是真的，那短期内都没有参与价值，因为征地和收购资产的节奏都掌握在大股东手里，其走势可以参考凯撒文化。以上为个人拙见，仅供大家讨论分析。
你怎么知道国资委增持的股价是7元？,"https://guba.eastmoney.com/news,000523,837949957.html",2019-06-03 13:43:47,幻想吧
乖，翻红。给买糖吃。甜甜的，幸福,"https://guba.eastmoney.com/news,000523,837951308.html",2019-06-03 13:46:34,乖，翻红。给买糖吃。甜甜的，幸福
有几十亿的征地补偿。这只是主力叫大家交筹码。,"https://guba.eastmoney.com/news,000523,837940330.html",2019-06-03 13:22:54,有几十亿的征地补偿。这只是主力叫大家交筹码。
自有资金＋杠杠 你问我慌不慌？？？,"https://guba.eastmoney.com/news,000523,837943661.html",2019-06-03 13:30:24,自有资金＋杠杠 你问我慌不慌？？？
强烈呼吁从大麻板块退出！,"https://guba.eastmoney.com/news,000523,837887659.html",2019-06-03 10:45:38,大麻指数翻倍，个股涨幅数倍，后期有的跌，浪奇吃肉没赶上，挨打赶上了.早已跌回大麻启动位置以下，还为大麻还债?!
今天散户有点多，洗洗更健康，明天涨停，估计又有人在后悔了,"https://guba.eastmoney.com/news,000523,837941638.html",2019-06-03 13:25:59,今天散户有点多，洗洗更健康，明天涨停，估计又有人在后悔了
这股肯定会爆发起来,"https://guba.eastmoney.com/news,000523,837941039.html",2019-06-03 13:24:30,这股肯定会爆发起来
有几十亿的征地补偿，这股中长期都是会走好的只要到，大家放心拿着这股肯定会翻倍。,"https://guba.eastmoney.com/news,000523,837939999.html",2019-06-03 13:22:05,有几十亿的征地补偿，这股中长期都是会走好的只要到，大家放心拿着这股肯定会翻倍。
此股很快构成双头底，厉害了,"https://guba.eastmoney.com/news,000523,837939467.html",2019-06-03 13:20:53,此股很快构成双头底，厉害了
只要往下不穿5.18元，就就可以继续拿着，构成双头底。后市反弹很厉害,"https://guba.eastmoney.com/news,000523,837938848.html",2019-06-03 13:19:32,只要往下不穿5.18元，就就可以继续拿着，构成双头底。后市反弹很厉害
好吧 怪我贪心。那就承受这惩罚 放着。继续拿着 煎熬[怒],"https://guba.eastmoney.com/news,000523,837936819.html",2019-06-03 13:14:31,好吧 怪我贪心。那就承受这惩罚 放着。继续拿着 煎熬
有啥好提问。买呗。有人使坏,"https://guba.eastmoney.com/news,000523,837935880.html",2019-06-03 13:12:14,有啥好提问。买呗。有人使坏
小散们大家一起来帮帮狗庄一起砸，把它砸停算了！,"https://guba.eastmoney.com/news,000523,837933492.html",2019-06-03 13:06:29,小散们大家一起来帮帮狗庄一起砸，把它砸停算了！
等回复中 尊敬的董秘，近期浪奇股价剧烈震荡，最大自然人股东持有浪奇5年多后斩仓出,"https://guba.eastmoney.com/news,000523,837923364.html",2019-06-03 12:04:44,等回复中 尊敬的董秘，近期浪奇股价剧烈震荡，最大自然人股东持有浪奇5年多后斩仓出局，董事长也突然辞职立即生效。广大中小股东无法从公开信息中判断浪奇究竟发生了什么，陷入一片恐慌。特此申请披露浪奇截止5月31日前10大股东持股详情及股东总人数，请及时回复安抚广大中小股东，多谢
也不知道说些什么，给大伙上柱香吧。,"https://guba.eastmoney.com/news,000523,837931793.html",2019-06-03 12:59:27,也不知道说些什么，给大伙上柱香吧。
此股，流庄,"https://guba.eastmoney.com/news,000523,837927516.html",2019-06-03 12:31:21,此股，流庄
不错，周一我可以卖了雅戈尔，再全仓浪奇。没有董事长的6月，收储最终协议自然不会签,"https://guba.eastmoney.com/news,000523,837640231.html",2019-05-31 20:09:25,不错，周一我可以卖了雅戈尔，再全仓浪奇。没有董事长的6月，收储最终协议自然不会签署。主力可以肆意打压。任尔风吹雨打，我似闲庭信步
贵公司2018年报中披露的无形资产中土地使用权金额为52169876.11元，其,"https://guba.eastmoney.com/news,000523,836024457.html",2019-05-24 11:54:00,"贵公司2018年报中披露的无形资产中土地使用权金额为52169876.11元，其中包含那些土地的使用权？是否仅指“天河车陂厂区地”使用权，还是包含南沙、辽宁等基地的土地使用权？ 
红棉股份
广州浪奇：尊敬的投资者，您好！该金额包含天河车陂厂区、南沙、辽宁等基地的土地使用权。
(来自深交所互动易)答复时间 2019-05-24 11:54:00"
说拆迁富二代的去看看福安药业，那个也是，周末刚刚补偿了几个亿，今天已经涨停了，大,"https://guba.eastmoney.com/news,000523,837923625.html",2019-06-03 12:06:10,说拆迁富二代的去看看福安药业，那个也是，周末刚刚补偿了几个亿，今天已经涨停了，大家快去打板
5.31了，很快明天就是6.1了。大家说是不是,"https://guba.eastmoney.com/news,000523,837915642.html",2019-06-03 11:32:16,5.31了，很快明天就是6.1了。大家说是不是
阴跌几天一大跌，庄家都出货完了小散还等着庄家拉[大笑][大笑][大笑]明年的今天,"https://guba.eastmoney.com/news,000523,837919982.html",2019-06-03 11:47:08,阴跌几天一大跌，庄家都出货完了小散还等着庄家拉明年的今天看有冇有庄家进场
给个建议，20日线向下，大几率向下调整，各位注意高抛低吸，降低成本,"https://guba.eastmoney.com/news,000523,837919030.html",2019-06-03 11:43:22,给个建议，20日线向下，大几率向下调整，各位注意高抛低吸，降低成本
大盘才跌0.几，你咋反应这大，怀孕了？,"https://guba.eastmoney.com/news,000523,837917975.html",2019-06-03 11:39:34,大盘才跌0.几，你咋反应这大，怀孕了？
不要再提大麻二字,"https://guba.eastmoney.com/news,000523,837903954.html",2019-06-03 11:11:54,呵呵，人家大麻股涨了6倍回调，你也好意思跟人家？
等我创意信息出来。满仓干你,"https://guba.eastmoney.com/news,000523,837916140.html",2019-06-03 11:33:37,等我创意信息出来。满仓干你
晕死，这个股到底咋回事啊,"https://guba.eastmoney.com/news,000523,837910670.html",2019-06-03 11:22:46,从上个月中被套至今。。。。还在跌。。。丫咩跌啊！！！一直在割肉还是等待中徘徊。。。这个月如果再无起色，只能割肉了！
今天买的都庄割出来的筹码,"https://guba.eastmoney.com/news,000523,837911033.html",2019-06-03 11:23:26,今天买的都庄割出来的筹码
大麻龙头002565即将跌停，浪奇危险,"https://guba.eastmoney.com/news,000523,837910327.html",2019-06-03 11:22:11,大麻龙头002565即将跌停，浪奇危险
今天明二天赶底。,"https://guba.eastmoney.com/news,000523,837910322.html",2019-06-03 11:22:16,今天明二天赶底。
新来的三把火在哪里？哈哈,"https://guba.eastmoney.com/news,000523,837900078.html",2019-06-03 11:06:19,快跑
割肉跑路了,"https://guba.eastmoney.com/news,000523,837900347.html",2019-06-03 11:06:53,哈哈，不玩这个辣鸡股了
没有止损。只有买 买 买,"https://guba.eastmoney.com/news,000523,837901557.html",2019-06-03 11:08:29,没有止损。只有买 买 买
今天不跌停就是龟孙。,"https://guba.eastmoney.com/news,000523,837900830.html",2019-06-03 11:07:29,今天不跌停就是龟孙。
唱多的这么多，看来还是等等再抄,"https://guba.eastmoney.com/news,000523,837898484.html",2019-06-03 11:03:52,唱多的这么多，看来还是等等再抄
早晨5.5买，竟暴跌。,"https://guba.eastmoney.com/news,000523,837896014.html",2019-06-03 10:59:26,早晨5.5买，竟暴跌。
一根长红，改变信仰,"https://guba.eastmoney.com/news,000523,837894781.html",2019-06-03 10:57:25,一根长红，改变信仰
买了只死老鼠[亏大了]7.48入的死老鼠,"https://guba.eastmoney.com/news,000523,837892618.html",2019-06-03 10:53:56,买了只死老鼠7.48入的死老鼠
马上快到5.18了，主力今天看你给不给机会了！！！5.18给你3成仓位！,"https://guba.eastmoney.com/news,000523,837876449.html",2019-06-03 10:30:15,马上快到5.18了，主力今天看你给不给机会了！！！5.18给你3成仓位！
呵呵，赶快取消大麻合作！,"https://guba.eastmoney.com/news,000523,837865368.html",2019-06-03 10:15:45,跟着大麻股涨了几倍的走，呵呵，人家涨了多少？
工业大麻就是个坑爹的货！,"https://guba.eastmoney.com/news,000523,837890530.html",2019-06-03 10:50:32,工业大麻就是个坑爹的货！
大麻应用第一股,"https://guba.eastmoney.com/news,000523,837885461.html",2019-06-03 10:42:11,天天跌
我也来唱唱多，看看会涨不[牛][牛][牛][牛] 浪奇广州cbd核心区土地值60,"https://guba.eastmoney.com/news,000523,837890106.html",2019-06-03 10:49:53,"我也来唱唱多，看看会涨不
浪奇广州cbd核心区土地值60亿，到时候公司发大财，市盈率不到0.5啊，现在买，马上就拉升了"
暴风雨来的更猛烈一些吧,"https://guba.eastmoney.com/news,000523,837885835.html",2019-06-03 10:42:40,暴风雨来的更猛烈一些吧
真孙子这货,"https://guba.eastmoney.com/news,000523,837877477.html",2019-06-03 10:31:31,真孙子这货
5，1继续加。一天加三次，看你尾盘拉不拉，明天低开再加。子弹多的狠,"https://guba.eastmoney.com/news,000523,837867066.html",2019-06-03 10:17:53,5，1继续加。一天加三次，看你尾盘拉不拉，明天低开再加。子弹多的狠
浪奇离5.08元近了。观察能否支撑得住。,"https://guba.eastmoney.com/news,000523,837870204.html",2019-06-03 10:22:17,浪奇离5.08元近了。观察能否支撑得住。
刚补仓，一秒钟。跌一毛5，主力牛逼，坐等跌停，继续补,"https://guba.eastmoney.com/news,000523,837863100.html",2019-06-03 10:12:51,刚补仓，一秒钟。跌一毛5，主力牛逼，坐等跌停，继续补
这破玩意害老子亏惨了,"https://guba.eastmoney.com/news,000523,837869204.html",2019-06-03 10:20:37,这破玩意害老子亏惨了
今天会翻红。兄弟们干,"https://guba.eastmoney.com/news,000523,837868178.html",2019-06-03 10:19:15,今天会翻红。兄弟们干
破5加仓,"https://guba.eastmoney.com/news,000523,837867488.html",2019-06-03 10:18:23,破5加仓
外盘1万，内盘3万多，兄弟们，继续加油砸！浪奇你可以的,"https://guba.eastmoney.com/news,000523,837864289.html",2019-06-03 10:14:24,再加把油就可以砸停了，到时候你们就可以安心工作去了哈！
叫你们不要与趋势作对，现在这走势哪像是要涨的啊，非不听，听这里唱多的天天60亿，,"https://guba.eastmoney.com/news,000523,837866768.html",2019-06-03 10:17:30,叫你们不要与趋势作对，现在这走势哪像是要涨的啊，非不听，听这里唱多的天天60亿，现在割肉，到4块多接回来不是挺好的嘛
今天翻红，走着瞧吧,"https://guba.eastmoney.com/news,000523,837864738.html",2019-06-03 10:15:02,今天翻红，走着瞧吧
来吧，让暴风雨来的更猛烈些吧。天天买，来呀,"https://guba.eastmoney.com/news,000523,837863753.html",2019-06-03 10:13:47,来吧，让暴风雨来的更猛烈些吧。天天买，来呀
没力了！砸吧,"https://guba.eastmoney.com/news,000523,837862782.html",2019-06-03 10:12:14,没力了！砸吧
兄弟们受不了，我要割点肉下来维持生活。。。。。,"https://guba.eastmoney.com/news,000523,837857619.html",2019-06-03 10:04:38,兄弟们受不了，我要割点肉下来维持生活。。。。。
兄弟们快砸,"https://guba.eastmoney.com/news,000523,837852123.html",2019-06-03 09:56:59,砸
今天起开买。为国接盘,"https://guba.eastmoney.com/news,000523,837858974.html",2019-06-03 10:06:24,今天起开买。为国接盘
世上只有7.48好，没有7.48我怎么解套，老子要割肉了。,"https://guba.eastmoney.com/news,000523,837858951.html",2019-06-03 10:06:22,世上只有7.48好，没有7.48我怎么解套，老子要割肉了。
说土地收储会三个涨停的去看看福安药业，这个拆二代也是土地卖了几个亿，今天已经涨停,"https://guba.eastmoney.com/news,000523,837852483.html",2019-06-03 09:57:36,说土地收储会三个涨停的去看看福安药业，这个拆二代也是土地卖了几个亿，今天已经涨停了，大家快去打板啊
人走歇菜。大伙散了,"https://guba.eastmoney.com/news,000523,837850774.html",2019-06-03 09:55:08,人走歇菜。大伙散了
